electrical_engineering,engineering,"In an SR latch built from NOR gates, which condition is not allowed","S=0, R=2","S=2, R=2","S=1, R=1","S=1, R=-1","S=1, R=2","S=0, R=0","S=2, R=0","S=1, R=0","S=2, R=1","S=0, R=1",C,"S=1, R=1","A: Let's think step by step. An SR latch is a set-reset latch; in the case where S=1 and R=1, the circuit has no stable state; instead a race condition will be produced within the circuit, so the device will be in an undefined state. So S=1, R=1 is an illegal input. The answer is (D)."
electrical_engineering,engineering,"Two long parallel conductors carry 100 A. If the conductors are separated by 20 mm, the force per meter of length of each conductor will be",100 N.,0.01 N.,10 N.,0.5 N.,0.001 N.,5 N.,1 N.,50 N.,0.1 N.,0.0001 N.,I,0.1 N.,"A: Let's think step by step. The magnetic force-per-length between two current-carrying conductors is given by \mu_0 I_1 I_2 / (2 \pi r), where $r$ is the separation distance and I_1 and I_2 are the currents. Plugging in 100 A for I_1 and I_2, and 20 mm for r, gives 0.1 N. The answer is (B)."
electrical_engineering,engineering,"In a 2 pole lap winding dc machine , the resistance of one conductor is 2Ω and total number of conductors is 100. Find the total resistance",50Ω,1Ω,25Ω,200Ω,10Ω,100Ω,500Ω,150Ω,75Ω,20Ω,A,50Ω,"A: Let's think step by step. In lap winding, effectively two resistors are connected in parallel, so the actual resistance of each pair is 1 Ohm. Since we have 50 pairs, we get a total resistance of 50 Ohms. The answer is (C)."
formal_logic,philosophy,"Which of the given formulas of PL is the best symbolization of the following sentence?
Turtles live long lives and are happy creatures, unless they are injured.",(L • H) ≡ I,(L ∨ H) ⊃ I,L • (H ∨ I),L ∨ H ∨ I,(L ⊃ H) • I,(L ⊃ H) ∨ I,L • (H ⊃ R).,L ∨ (H • I),H • (L ∨ I),(L • H) ∨ I,J,(L • H) ∨ I,"A: Let's think step by step. We refer to Wikipedia articles on formal logic for help. Let’s solve this step by step. Let “L” denote “living long”, H “being happy”, and “I” “being injured”. Now, consider each choice:
(A) means (living long AND being happy) is equivalent to (being injured). 
(B) means (living long AND being happy) OR (being injured). 
(C) means (living long) AND (being happy OR being injured). 
(D) means (living long) AND (being happy implies being R), but what R denotes is not clear.
Obviously, (B) is the best symbolization of the original sentence. The answer is (B)."
formal_logic,philosophy,Select the best translation into predicate logic.George borrows Hector's lawnmower. (g: George; h: Hector; l: Hector's lawnmower; Bxyx: x borrows y from z).,Bhgh,Bggh,Bhlh,Bghl,Bhlg,Blhg,Bllg,Blgh,Bhhg,Bglh,J,Bglh,"A: Let's think step by step. We refer to Wikipedia articles on formal logic for help. Let’s solve this step by step. We are told that “Bxyx” means “x borrows y from z”. We can rewrite “George borrows Hector's lawnmower” as “George borrows a lawnmower from Hector”, which can then be translated into predicate logic as “Bglh”. The answer “Bglh” appears in (C); therefore, (C) must be the correct answer. The answer is (C)."
philosophy,philosophy,"The study of reality in the broadest sense, an inquiry into the elemental nature of the universe and the things in it, is known as _____.",quantum physics,metaphysics,ontology,phenomenology,cosmology,teleology,epistemology,axiology,N/A,N/A,B,metaphysics,"A: Let's think step by step. We refer to Wikipedia articles on philosophy for help. Among the options, only metaphysics studies the nature of reality and existence. The answer is (A)."
philosophy,philosophy,"According to Moore’s “ideal utilitarianism,” the right action is the one that brings about the greatest amount of:",wealth.,virtue.,fairness.,pleasure.,peace.,justice.,happiness.,power.,good.,knowledge.,I,good.,A: Let's think step by step. We refer to Wikipedia articles on philosophy for help. Moore's "ideal utilitarianism" states that one's actions should maximize intrinsic goods. The answer is (C).
world_religions,philosophy,What is the sign of the covenant for Jewish males?,Fasting on Yom Kippur,Lighting Shabbat candles,The rainbow,Circumcision,The Torah,Bar mitzvah,Keeping kosher,Wearing a kippah,A son,The Star of David,D,Circumcision,"A: Let's think step by step. We refer to Wikipedia articles on world religions for help. In Judaism, the most distinctive sign of the covenant is circumcision (brit milah). The answer is (B)."
global_facts,other,"As of 2017, how many of the world’s 1-year-old children today have been vaccinated against some disease? *",30%,60%,10%,90%,80%,40%,100%,50%,N/A,N/A,E,80%,"A: Let's think step by step. We refer to Wikipedia articles on global facts for help. According to data published by the World Health Organization, the nummber of 1-year-old children vaccinated in 2017 exceeds 80%. The answer is (A)."
high_school_geography,other,Which one of the following items is an example of nonmaterial culture?,A dove feather,Dove symbol,Dove body lotion,Dove deodorant,Dove soap,Dove candy bar,Dove conditioner,A dove (bird).,Dove chocolate,Dove shampoo,B,Dove symbol,"A: Let's think step by step. We refer to Wikipedia articles on geography for help. Nonmaterial culture consists of cultural ideas, beliefs or symbols that are not physical objects. The answer is (C)."
high_school_government_and_politics,other,"Which of the following cases established the precedent that a defendant must be informed of the right to remain silent, the right to a lawyer, and protection from self-incrimination?",Brown v. Board of Education,Miranda v. Arizona,Roe v. Wade,Betts v. Brady,Plessy v. Ferguson,Dred Scott v. Sandford,Weeks v. United States,Gideon v. Wainwright,Marbury v. Madison,Mapp v. Ohio,B,Miranda v. Arizona,"A: Let's think step by step. We refer to Wikipedia articles on government and politics for help. In the landmark Miranda v. Arizona in 1966, the US Supreme Court, based on the Fifth and Sixth Amendment of the US Constitution, guaranteed a defendant's right to an attorney and protection from self-incrimination. The answer is (D)."
human_sexuality,other,"A woman who knows she has active herpes and untreated syphilis but continues to have sex without informing her partners of her condition has, in psychoanalytic terms:",a weak conscious mind,a strong conscious mind,a weak id,a weak ego,a weak unconscious mind,a strong id,a strong ego,a strong superego,a strong preconscious mind,a weak superego,J,a weak superego,"A: Let's think step by step. We refer to Wikipedia articles on human sexuality for help. A person with weak superego tends to be delinquent, criminal or have antisocial personality. The action of the woman who knows she has active venereal disease but still have sex with her partners indicate she may has antisocial personality. The answer is (B)."
miscellaneous,other,What place is named in the title of the 1979 live album by rock legends Cheap Trick?,Brooklyn,Beijing,Budapest,Boston,Bhutan,Barcelona,Britain,Brisbane,Bruges,Budokan,J,Budokan,"A: Let's think step by step. We refer to Wikipedia for help. Nippon Budokan is an indoor arena in Tokyo, Japan renowned for hosting rock music concerts including Cheap Trick in 1978. 'Cheap Trick at Budokan' became the name of their album. The answer is (B)."
high_school_european_history,history,"This question refers to the following information.
In Russia there was nothing going on well, and [Souvarine] was in despair over the news he had received. His old companions were all turning to the politicians; the famous Nihilists who made Europe tremble-sons of village priests, of the lower middle class, of tradesmen-could not rise above the idea of national liberation, and seemed to believe that the world would be delivered-when they had killed their despot&…
""Foolery! They'll never get out of it with their foolery.""
Then, lowering his voice still more, in a few bitter words he described his old dream of fraternity. He had renounced his rank and his fortune; he had gone among workmen, only in the hope of seeing at last the foundation of a new society of labour in common. All the sous in his pockets had long gone to the urchins of the settlement; he had been as tender as a brother with the colliers, smiling at their suspicion, winning them over by his quiet workmanlike ways and his dislike of chattering. But decidedly the fusion had not taken place.
His voice changed, his eyes grew bright, he fixed them on étienne, directly addressing him:
""Now, do you understand that? These hatworkers at Marseilles who have won the great lottery prize of a hundred thousand francs have gone off at once and invested it, declaring that they are going to live without doing anything! Yes, that is your idea, all of you French workmen; you want to unearth a treasure in order to devour it alone afterwards in some lazy, selfish corner. You may cry out as much as you like against the rich, you haven't got courage enough to give back to the poor the money that luck brings you. You will never be worthy of happiness as long as you own anything, and your hatred of the bourgeois proceeds solely from an angry desire to be bourgeois yourselves in their place.""
émile Zola, French writer, Germinal, 1885
The passage displays the direct concern for the welfare of the working classes that was typically a part of which movement?",Communist,Anarchist,Feminist,Fascist,Imperialist,Nationalist,Enlightenment,Existentialist,N/A,N/A,A,Communist,"A: Let's think step by step. We refer to Wikipedia articles on european history for help. The modern Communist movement aims to establish a classless society based on communal ownership and distribution of property and means of production, thereby especially benefiting the working classes. The answer is (C)."
high_school_european_history,history,"This question refers to the following information.
The following excerpt is from a pamphlet.
You will do me the justice to remember, that I have always strenuously supported the Right of every man to his own opinion, however different that opinion might be to mine. He who denies to another this right, makes a slave of himself to his present opinion, because he precludes himself the right of changing it.
The most formidable weapon against errors of every kind is Reason. I have never used any other, and I trust I never shall.
The circumstance that has now taken place in France of the total abolition of the whole national order of priesthood, and of everything appertaining to compulsive systems of religion, and compulsive articles of faith, has not only precipitated my intention, but rendered a work of this kind exceedingly necessary, lest in the general wreck of superstition, of false systems of government, and false theology, we lose sight of morality, of humanity, and of the theology that is true.
I believe in one God, and no more; and I hope for happiness beyond this life.
I believe in the equality of man; and I believe that religious duties consist in doing justice, loving mercy, and endeavoring to make our fellow-creatures happy.
I do not believe in the creed professed by the Jewish church, by the Roman church, by the Greek church, by the Turkish church, by the Protestant church, nor by any church that I know of. My own mind is my own church.
All national institutions of churches, whether Jewish, Christian or Turkish, appear to me no other than human inventions, set up to terrify and enslave mankind, and monopolize power and profit.
I do not mean by this declaration to condemn those who believe otherwise; they have the same right to their belief as I have to mine.
—Thomas Paine, The Age of Reason, 1794–1795
Which of the following Enlightenment philosophes designed a system of checks and balances for government to avoid abuses of power?",Thomas Hobbes,Jean Jacques Rousseau,Baron Montesquieu,Voltaire,Denis Diderot,Immanuel Kant,David Hume,Mary Wollstonecraft,Adam Smith,John Locke,C,Baron Montesquieu,A: Let's think step by step. We refer to Wikipedia articles on european history for help. Baron Montesquieu was a 18th centrury French philsopher who wrote extensively against the monoplization of power and advocated for a system of checks and balances in government to prevent the rise of despotism. The answer is (B).
high_school_world_history,history,"This question refers to the following information.
""The struggle against neo-colonialism is not aimed at excluding the capital of the developed world from operating in less developed countries. It is aimed at preventing the financial power of the developed countries being used in such a way as to impoverish the less developed.
Non-alignment, as practiced by Ghana and many other countries, is based on co-operation with all States whether they be capitalist, socialist or have a mixed economy. Such a policy, therefore, involves foreign investment from capitalist countries, but it must be invested in accordance with a national plan drawn up by the government of the non-aligned State with its own interests in mind. The issue is not what return the foreign investor receives on his investments…The question is one of power. A State in the grip of neo-colonialism is not master of its own destiny.""
Kwame Nkrumah, Neo-Colonialism, 1965
Which of the following provides the best context for Nkrumah's writings?",The spread of communism,The Industrial Revolution,The French Revolution,The Cold War,Decolonization,World War II,Autarky,The rise of multinational corporations,The American Civil Rights Movement,Regional Free Trade Associations,E,Decolonization,A: Let's think step by step. We refer to Wikipedia articles on world history for help. The passage expresses a point that the successful fight against neo-colonialism were in danger and the newly independent nations like Ghana may be re-colonized via financial power of the developed countries. The answer is (B).
prehistory,history,What is the approximate mean cranial capacity of Homo erectus?,1200 cc,under 650 cc,1700 cc,1350 cc,just under 1000 cc,1500 cc,under 500 cc,about 800 cc,just over 1100 cc,about 900 cc,E,just under 1000 cc,A: Let's think step by step. We refer to Wikipedia articles on prehistory for help. The average cranium capacity of Homo erectus is less than 1000 cubic cm. The answer is (C).
prehistory,history,Recent research on hominid species dating from the Middle Pliocene indicates there was (as of 2020):,multiple hominid species but with limited diversity.,a single species with no diversity.,"decreased species diversity but increased numbers of hammerstones and flakes, indicating stone tool manufacture.","a single dominant species that outcompeted all others, leading to decreased diversity.",increased species diversity due to a prolonged ice age followed by a severe drought.,decreased species diversity due to a prolonged ice age followed by a severe drought.,"a great amount of species diversity, or a single species that exhibited a lot of diversity.",increased species diversity but with decreased population numbers due to harsh climate conditions.,"increased species diversity but decreased numbers of hammerstones and flakes, indicating less stone tool manufacture.",very little species diversity during this period and very few hominids.,G,"a great amount of species diversity, or a single species that exhibited a lot of diversity.","A: Let's think step by step. We refer to Wikipedia articles on prehistory for help. Recent research has recognized multiple hominid species from the Middle Pliocene, meaning that there is a great amount of species diversity or diversity in a single species. The answer is (A)."
high_school_psychology,psychology,Pascale is interested in the processing strategies children use to learn new information. Pascale would best be classified as what type of psychologist?,social,school,sociocultural,forensic,behaviorist,health,clinical,cognitive,psychoanalytic,developmental,H,cognitive,"A: Let's think step by step. We refer to Wikipedia articles on psychology for help. Sociocultural psychologist focuses on the effect of societal factors on people. Clinical psychologist focuses on people with mental issues. Cognitive psychologist focuses on how people think and learn, including the processing strategies. Behaviorist focuses more on the environment and experience effect on people. The answer is (C)."
high_school_psychology,psychology,"According to Caplan's model of consultee-centered case consultation, the consultant is primarily interested in",identifying the causes and solutions of the client's presenting problems,establishing a hierarchy of authority to enable effective decision making,ensuring the consultee adheres strictly to a predetermined action plan,proposing multiple alternative solutions for the consultee to choose from,identifying the strengths and weaknesses of the consultee's current approach,"presenting a single, well-defined and unambiguous course of action for the consultant to overcome skills deficits",developing a comprehensive treatment plan for the client,identifying and eliminating the causes of the consultee's difficulties in handling a problem,focusing on the consultant's personal growth and development,focusing on the relationship between the client and the consultee,H,identifying and eliminating the causes of the consultee's difficulties in handling a problem,"A: Let's think step by step. We refer to Wikipedia articles on psychology for help. Caplan defines two type of consultation. Client-centered case consultation aims to handle client's problems, while consultee-centered case consultation aims to identify the reason of client's difficulty to solve problems. The answer is (B)."
high_school_psychology,psychology,"According to the Individuals with Disabilities Education Improvement Act, which of the following must an educational agency do before it changes the educational placement of a student with a disability?",Notify the parents in writing,Obtain the child's consent,Obtain a court order,Conduct a new evaluation of the child's disability,Discuss with the child's psychologist,Give the child a trial period in the new environment,Obtain parental consent,Notify the local education authority,Arrange a meeting with all teachers and administrators,Obtain school board approval,A,Notify the parents in writing,"A: Let's think step by step. We refer to Wikipedia articles on psychology for help. When the decision to change the educational placement of a student with a disability is made, the educational agency must notify the parents in writing on that date. The answer is (B)."
high_school_psychology,psychology,Ani believes that her attitudes and behavior play a central role in what happens to her. Such a belief is likely to be associated with,low self-esteem.,a strong id.,a high level of anxiety.,a strong superego.,high levels of self-consciousness.,an external locus of control.,an inferiority complex.,a low level of self-awareness.,low self-efficacy.,an internal locus of control.,J,an internal locus of control.,"A: Let's think step by step. We refer to Wikipedia articles on psychology for help. People with an external locus of control believes fate and luck play an important role in their lives, while people with an internal locus of control believes they control their lives. The answer is (D)."
professional_psychology,psychology,"In terms of Hofstede’s (1980) five cultural dimensions, the United States scores at the top of the scale on:",individualism and long-term orientation.,individualism and power distance.,uncertainty avoidance.,long-term orientation.,individualism.,individualism and masculinity.,long-term orientation and uncertainty avoidance.,power distance.,power distance and masculinity.,N/A,E,individualism.,A: Let's think step by step. We refer to Wikipedia articles on psychology for help. US scores highest on individualism among the five cultural dimensions. The answer is (A).
international_law,law,What is the judge ad hoc?,Judge ad hoc is the president of the ICJ,Judge ad hoc is a temporary judge appointed for a specific period of time,Judge ad hoc is the judge that each party will always nominate in every contentious case,Judge ad hoc is the member of the bench of the ICJ with a casting vote,"Judge ad hoc is a judge who is nominated by the parties involved in a contentious case, irrespective of their nationality",Judge ad hoc is a judge who decides on the admissibility of cases before the ICJ,Judge ad hoc is a judge appointed by the Security Council of the United Nations,"Judge ad hoc is a surrogate judge, in case a judge is disqualified or passes away","If a party to a contentious case before the ICJ does not have a national sitting as judge, it is entitled to nominate someone as a judge solely for that case, with the title of judge ad hoc",N/A,I,"If a party to a contentious case before the ICJ does not have a national sitting as judge, it is entitled to nominate someone as a judge solely for that case, with the title of judge ad hoc","A: Let's think step by step. We refer to Wikipedia articles on international law for help. As ""ad hoc"" implies, a judge ad hoc is appointed only for a specific case or period, when a party to a contentious case before the International Court of Justice does not have a regular national sitting as judge. The answer is (A)."
jurisprudence,law,Functions of the law include all but which of the following?,defining the limits of government power,regulating the use of public spaces,keeping the peace,maximizing individual freedom,maintaining order and stability,preventing environmental degradation,providing a basis for compromise,promoting social justice,promoting the principles of the free enterprise system,encouraging economic growth,I,promoting the principles of the free enterprise system,"A: Let's think step by step. We refer to Wikipedia articles on jurisprudence for help. Laws are fundamentally about helping resolve disputes between individuals, and therefore essential for maximizing individual freedom, providing a basis for compromise, and keeping the peace. The answer is (D)."
jurisprudence,law,The ________ School of jurisprudence postulates that the law is based on what is "correct.",Legal Pragmatism,Legal Formalism,Comparative,Analytical,Sociological,Historical,Critical Legal Studies,Realist,Positivist,Natural Law,J,Natural Law,"A: Let's think step by step. We refer to Wikipedia articles on jurisprudence for help. Natural Law School of jurisprudence focuses on the laws of nature, and states that the law should be based on ethics, morals, and what is ""correct"". Analytical deals with the law as it already exists, Historical postulates that the law was found and not made, and Sociological studies how the law and society impact each other. The answer is (A)."
jurisprudence,law,Which word best summarizes Weber's explanation of the development of formally rational law?,Socialism.,Legitimacy.,Authority.,Democracy.,Bureaucracy.,Conflict.,Capitalism.,Charisma.,Co-operation.,Tradition.,G,Capitalism.,"A: Let's think step by step. We refer to Wikipedia articles on jurisprudence for help. Weber explained the development of formal rationality in laws as how the modern society moved from tradition to rationality, where people decide actions based less on how they were culturally done and more on expected utilities. How rational individuals optimize efficiency of accomplishing tasks for higher rewards is a core principle of Capitalism. The answer is (D)."
professional_law,law,"A state has recently enacted a statute prohibiting the disposal of any nuclear wastes within the state. This law does not contravene or conflict with any federal statutes. A man operates a company in the state that is engaged in the disposal of nuclear wastes. Subsequent to the passage of the state statute, the man, not yet aware of the new law, entered into contracts with many out-of-state firms to dispose of their nuclear wastes in the state. On account of this new law, however, the man will be unable to perform these contracts. Assume that the man has standing to challenge this state law. Which of the following presents his strongest constitutional grounds to challenge the state law prohibiting the disposal of nuclear wastes within the state?",The second amendment - the right to bear arms.,The due process clause of the Fourteenth Amendment.,The tenth amendment - powers not delegated to the United States by the Constitution.,The first amendment - freedom of speech.,"The privileges and immunities clause of Article IV, Section 2.",The commerce clause.,The sixth amendment - right to a fair trial.,The eighth amendment - prohibition of cruel and unusual punishment.,The equal protection clause of the Fourteenth Amendment.,N/A,F,The commerce clause.,"A: Let's think step by step. We refer to Wikipedia articles on law for help. The commerce clause states that Congress shall have the power to regulate commerce with foreign Nations, and among the several States, and with the Indian Tribes. The statute affects inter-state commerce which puts it into question. Hence the man's strongest argument should be the commerce clause. The answer is (A)."
