"The reaction A + B → C is catalyzed by enzyme K. If the reaction is in equilibrium, which of the following would allow more product C to be produced?",removing some of reactant C,adding a different enzyme,decreasing the temperature of the system,adding more enzyme K,removing some of reactant A,increasing the temperature of the system,adding more of reactant B,adding more of reactant A,increasing the pressure of the system,removing some of enzyme K,A,ori_mmlu-high_school_biology
Which of the following adaptive features would least likely be found in an animal living in a hot arid environment?,High metabolic rate to generate heat,Storage of water in fatty tissues,Long loops of Henle to maximize water reabsorption,Short loops of Henle to maximize water secretion,Large amounts of body hair to trap heat,A thick layer of fur to retain heat,A body structure that minimizes surface area to volume ratio to conserve heat,Small ears to minimize heat loss,Large ears to aid in heat dispersion,Fat stored around the body to insulate from cold,D,ori_mmlu-high_school_biology
Cattle breeders have improved the quality of meat over the years by which process?,A and B,artificial selection,directional selection,disruptive selection,natural selection,"A, B and C",stabilizing selection,genetic modification,selective breeding,sexual selection,A,ori_mmlu-high_school_biology
"Of the following anatomical structures, which is homologous to the wing of a bird?",Flipper of a cetacean,Antennae of a butterfly,Wing of a butterfly,Hindlimb of an elephant,Forelimb of a crocodile,Dorsal fin of a shark,Shell of a turtle,Horn of a rhinoceros,Hindlimb of a kangaroo,Tail of a beaver,A,ori_mmlu-high_school_biology
"A researcher is experimenting with nerve transmission using neurons from a giant squid. At the beginning of the experiment, the axon is at rest and has a threshold measured at –70 mV at 37oC. The axon receives one stimulus that triggers one action potential in the axon. Subsequent stimuli are much stronger. Which of the following statements explains what happens when several strong stimuli are experienced by the axon?",The frequency of the action potential increases.,The strength of the action potential decreases.,The axon becomes depolarized to +50 mV.,The axon becomes depolarized to –30 mV.,The strength of the action potential becomes greater.,The axon becomes hyperpolarized to –100 mV.,The frequency of the action potential decreases.,The axon becomes hyperpolarized to –90 mV.,The axon becomes hyperpolarized to –50 mV.,The axon remains at rest at –70 mV despite the stimuli.,A,ori_mmlu-high_school_biology
The structure of ATP synthase in the plasma membranes of bacteria is nearly identical to that in the mitochondria and chloroplasts of eukaryotic cells. This similarity best supports which of the following hypotheses?,The structure of ATP synthase is not evolutionarily significant.,"Mitochondria are derived from ancient aerobic bacteria, and chloroplasts are derived from ancient photosynthetic bacteria.",Prokaryotic cells are derived from eukaryotic cells.,Eukaryotic and prokaryotic cells share a common ancestor.,The structure of ATP synthase evolved independently in eukaryotes and prokaryotes.,ATP synthase in mitochondria and chloroplasts was borrowed from bacteria through horizontal gene transfer.,Mitochondria and chloroplasts escaped from eukaryotic cells and formed aerobic and photosynthetic prokaryotes.,The structure of ATP synthase in eukaryotes and prokaryotes is an example of divergent evolution.,Mitochondria and chloroplasts are remnants of ancient viruses that infected eukaryotic cells.,"The similarity of ATP synthase in bacteria, mitochondria, and chloroplasts is an example of convergent evolution.",B,ori_mmlu-high_school_biology
"A researcher grows a population of ferns in her laboratory. She notices, after a few generations, a new variant that has a distinct phenotype. When she tries to breed the original phenotype with the new one, no offspring are produced. When she breeds the new variants, however, offspring that look like the new variant result. Which of the following is likely to exhibit the process described earlier?",Goldfish,Spotted toads,Dalmatians,Grass,Orchids,Wheat,Garden snails,Fruit flies,Fallow deer,House cats,D,ori_mmlu-high_school_biology
The average birth weight for human babies is about 3 kg. Which of the following terms best describes this?,disruptive selection,sexual selection,bottleneck effect,non-random mating,stabilizing selection,genetic drift,directional selection,founder effect,diversifying selection,artificial selection,E,ori_mmlu-high_school_biology
Hemoglobin is a molecule that binds to both O2 and CO2. There is an allosteric relationship between the concentrations of O2 and CO2. Hemoglobin's affinity for O2,increases as H+ concentration increases,decreases as blood pH decreases,decreases in resting muscle tissue,decreases as CO2 concentration increases,increases as blood pH decreases,increases as O2 concentration decreases,decreases as CO2 concentration decreases,remains constant regardless of O2 and CO2 concentrations,increases in exercising muscle tissue,increases as CO2 concentration decreases,B,ori_mmlu-high_school_biology
"A researcher grows a population of ferns in her laboratory. She notices, after a few generations, a new variant that has a distinct phenotype. When she tries to breed the original phenotype with the new one, no offspring are produced. When she breeds the new variants, however, offspring that look like the new variant result. Which of the following could possibly characterize the new variant?",Divergent selection,Genetic drift,Coevolution,Convergent evolution,Directional selection,Adaptive radiation,Sympatric speciation,Allopatric speciation,Polyploidy,Equilibrium,I,ori_mmlu-high_school_biology
Charles Darwin was the first person to propose,that humans evolved from apes.,that evolution occurs.,that evolution occurs through a process of gradual change.,that the Earth is older than a few thousand years.,a mechanism for how evolution occurs.,a mechanism for evolution that was supported by evidence.,a complete taxonomy of all known species.,the idea of natural selection.,the theory of relativity.,the concept of genetic inheritance.,F,ori_mmlu-high_school_biology
"Two individuals, one with type B blood and one with type AB blood, have a child. The probability that the child has type O blood is",50%,100%,0%,10%,75%,33%,20%,66%,80%,25%,C,ori_mmlu-high_school_biology
A reaction that includes energy as one of its reactants is called a(n),endergonic reaction.,catabolic reaction.,redox reaction.,anabolic reaction.,exergonic reaction.,exothermic reaction.,photolytic reaction.,hydrolysis reaction.,thermogenic reaction.,enthalpy reaction.,A,ori_mmlu-high_school_biology
"Many different fermentation pathways occur in different organisms in nature. For example, skeletal muscle cells convert pyruvate into lactic acid when no oxygen is present. Yeast cells can produce alcohol and carbon dioxide under the same circumstances. However, regardless of the specific reactions, the purpose of glycolysis is an important one. Which statement best describes the importance of glycolysis?",It occurs in the cytoplasm.,"It produces pyruvate, which is the raw material for oxidative phosphorylation.",It produces large amounts of ATP by oxidative phosphorylation.,It is the only way cells can produce ATP.,"It produces lactic acid, which is essential for muscle function.",It reoxidizes NADH so that glycolysis can continue.,It produces large amounts of ATP by substrate level phosphorylation.,It requires oxygen to produce pyruvate.,It converts glucose into ATP.,"It produces glucose, which is used in the Krebs cycle.",F,ori_mmlu-high_school_biology
Which of the following is not a form of interspecies interaction?,Commensalism,Competition,Predation,Cooperation,Mutualism,Coevolution,Parasitism,Symbiosis,Succession,Reproduction,I,ori_mmlu-high_school_biology
"Apoptosis, which is programmed cell death, is a necessary process in living organisms. Which of the following is NOT correct about apoptosis?",Apoptosis can be triggered by external factors such as heat or radiation.,Apoptosis can occur only in cancerous cells.,A particular cell dies when it is no longer needed by the organism.,It is only observed in animal cells.,It is a process that results in the division of cells.,It is an uncontrolled process.,It occurs randomly.,Cells that are undergoing apoptosis usually swell and burst.,A cell carries out apoptosis when too many mutations have accumulated.,Plant cells carry out apoptosis as a defense measure in cells that have been infected by parasites.,G,ori_mmlu-high_school_biology
"Structures as different as human arms, bat wings, and dolphin flippers contain many of the same bones, these bones having developed from very similar embryonic tissues. How do biologists interpret these similarities?","By proposing that humans, bats, and dolphins share a common ancestor",A and C only,B and C only,By suggesting that these similarities are due to the similar environments in which these species live,A and B only,By identifying these similarities as mere coincidences,"By proposing that humans, bats, and dolphins evolved from the same species",By identifying the bones as being homologous,By the principle of convergent evolution,By claiming that these similarities evolved independently,B,ori_mmlu-high_school_biology
"Tay-Sachs is a disease caused by a recessive allele. Individuals with the genetic disorder usually do not survive more than a few years, and thus are not able to reproduce and pass on the gene. What would explain how this allele and its associated disease is preserved in the population?",Occasionally the gene will instead increase the fitness of the individual.,Tay-Sachs is asymptomatic in people who are homozygous recessive.,The recessive allele is actually beneficial in certain environments.,The disease increases the fertility of those who carry it.,"Tay-Sachs is a dominant disease, so carriers will show symptoms.",Spontaneous mutation converts the dominant allele to the recessive form.,Heterozygous individuals will show no symptoms.,The gene for Tay-Sachs also provides resistance to another disease.,"The disease can be cured, so individuals with the disorder are able to reproduce.",The allele is not preserved and is actually decreasing in frequency.,G,ori_mmlu-high_school_biology
"In the Tularosa Basin of New Mexico are black lava formations surrounded by light-colored sandy desert. Pocket mice inhabit both areas. Dark-colored ones inhabit the lava formations, while light-colored mice inhabit the desert. Which of the following statements is correct about this scenario?",The light-colored mice evolved from the dark-colored mice over time.,The color of the mice is determined by their diet in the lava formations and desert.,The two varieties of mice descended from a recent common ancestor.,The mouse population was originally one population that diverged into two species because of mutations.,Selection favors some phenotypes over others.,The two varieties of mice have always existed separately and did not share a common ancestor.,"Originally the mice were all dark colored. As the lava decomposed into sand, the color of some mice changed because that color was favored in that environment.","The mice were originally light-colored, but some darkened over time to blend into the lava formations.",The mice change their color depending on the environment they inhabit.,"The dark and light-colored mice are actually the same species, just with different fur colors.",E,ori_mmlu-high_school_biology
The endocrine system maintains homeostasis using many feedback mechanisms. Which of the following is an example of positive feedback?,"In response to cold, the body shivers to increase heat production.","If body temperature increases, the body sweats to reduce heat.","After eating, the body produces insulin to lower blood sugar levels.",When ATP is abundant the rate of glycolysis decreases.,"When blood sugar levels decrease to normal after a meal, insulin is no longer secreted.","When blood pressure drops, the heart rate increases to restore normal levels.","When dehydrated, the body secretes vasopressin to retain water.","Infant suckling causes a mother's brain to release oxytocin, which in turn stimulates milk production.","In response to an infection, the body's immune system increases the production of white blood cells.",An enzyme is allosterically inhibited by the product of the reaction it catalyzes.,H,ori_mmlu-high_school_biology
Which of the following is the source of oxygen produced during photosynthesis?,O2,CH4 (Methane),CO2,H2O,N2 (Nitrogen),C6H12O6 (Glucose),H2O2,O3 (Ozone),CO,C (Carbon),D,ori_mmlu-high_school_biology
An eager AP Biology student interested in studying osmosis and the movement of water in solutions took a dialysis bag containing a 0.5 M solution and placed it into a beaker containing a 0.6 M solution. Which of the following is true about water potential?,Pressure potential combines with solute potential to determine the water potential.,Water potential is not influenced by solute or pressure potential.,Solute potential is the only factor that determines the water potential.,Water potential always drives water from an area of higher pressure potential to an area of lower pressure potential.,Water potential is always negative in plant cells.,The concentration of the solute does not affect the water potential.,"Water potential only impacts the movement of water in animal cells, not in plant cells.",An eager AP Biology student interested in studying osmosis and the movement of water in solutions took a dialysis bag containing a 0.5 M solution and placed it into a beaker containing a 0.6 M solution. It drives the movement of water from a region of lower water potential to a region of higher water potential.,Water potential always drives water from an area of lower pressure potential to an area of higher pressure potential.,The movement of water is random and not influenced by water potential.,A,ori_mmlu-high_school_biology
Which of the following is a frameshift mutation?,CAT HAS HIS → CAT HASH IS,CAT HAS HIS → CAT HIS HAT,CAT HAS HIS → CAT HATH IS,CAT HAS HIS → CAT WAS HIT,CAT HAS HIS → CAT HSH ISA,CAT HAS HIS → CAT SAW HIS,CAT HAS HIS → CAT HAS HIS CAT,CAT HAS HIS → CAT HAS HIT,CAT HAS HIS → CAT HAS HITS,CAT HAS HIS → CAT HAS HAT,E,ori_mmlu-high_school_biology
All of the following are examples of hydrolysis EXCEPT,conversion of lactose to glucose and galactose,conversion of starch to simple sugars,conversion of maltose to glucose,conversion of RNA to nucleotides,conversion of sucrose to glucose and fructose,conversion of DNA to nucleotides,conversion of pyruvic acid to acetyl CoA,conversion of proteins to amino acids,conversion of cellulose to glucose,conversion of fats to fatty acids and glycerol,G,ori_mmlu-high_school_biology
This biome has cold winters and is known for its pine forests.,Tundra,Rainforest,Grassland,Chaparral,Savanna,Alpine,Wetland,Deciduous forests,Desert,Taiga,H,ori_mmlu-high_school_biology
Viruses are considered an exception to the cell theory because they,have evolved from ancestral protists,are smaller than bacteria,are not independent organisms,are immune to most antiviral drugs,can reproduce without a host cell,can photosynthesize,have only a few genes,move about via their tails,can be killed by antibiotics,do not contain both DNA and RNA,C,ori_mmlu-high_school_biology
A child with type A B blood inherits an IA allele from one parent and an IB allele from the other. The child will carry both A and B glycoproteins on the surface of all red blood cells. This pattern of expression is referred to as,recessive inheritance,genetic recombination,incomplete dominance,pleiotropy,codominance,polygenic,dominant inheritance,epistasis,linkage,genetic drift,F,ori_mmlu-high_school_biology
"A large island is devastated by a volcanic eruption. Most of the horses die except for the heaviest males and heaviest females of the group. They survive, reproduce, and perpetuate the population. Since weight is highly heritable and the distribution of weights approximates a binomial distribution, the offspring of the next generation would be expected to have",a smaller range of weights compared to the original population,a weight distribution skewed towards heavier weights,a higher mean weight compared with members of the original population,the same mean weight as members of the original population,a higher mean weight compared with their parents,a lower mean weight compared with their parents,the same mean weight as their parents,a lower mean weight compared with members of the original population,a greater range of weights compared to the original population,a weight distribution skewed towards lighter weights,C,ori_mmlu-high_school_biology
"This process has as its products NADP+, ADP, and sugar.",Oxidative phosphorylation,Glycolysis,Beta oxidation,Chemiosmosis,Light-dependent reactions,Pyruvate oxidation,Fermentation,Calvin cycle,Krebs cycle,Anaerobic respiration,H,ori_mmlu-high_school_biology
"A scientist carries out a cross between two guinea pigs, both of which have black coats. Black hair coat is dominant over white hair coat. Three quarters of the offspring have black coats, and one quarter have white coats. The genotypes of the parents were most likely",Bb × Bb,BB × BB and Bb × bb,bb × Bb,bb × bb,bb × BB,Bb × bb,Bb × BB,BB × Bb,BB × bb,BB × BB,A,ori_mmlu-high_school_biology
"The tandem back-and-forth evolution of closely related species, which is exemplified by predator-prey relationships.",Microevolution,Speciation,Coevolution,Adaptive radiation,Macroevolution,Convergent evolution,Gradual evolution,Punctuated equilibrium,Divergent evolution,Parallel evolution,C,ori_mmlu-high_school_biology
"In the process of generating ATP, hydrogen ions (H+, or protons) are transported across the inner mitochondrial membrane and the thylakoid membrane by a proton pump (an ATPase). You would expect to find similar proton pumps in the plasma membranes of",mammalian skin cells,bacteria,mammalian nerve cells,bird cells,insects,mammalian blood cells,mammalian bone cells,mammalian muscle cells,amphibian cells,plants and fungi,B,ori_mmlu-high_school_biology
The base composition of DNA varies from one species to another. Which of the following ratios would you expect to remain constant in the DNA?,Cytosine : Adenine,Adenine : Guanine,Guanine : Cytosine,Guanine : Deoxyribose,Adenine : Thymine,Guanine : Purine,Pyrimidine : Deoxyribose,Purine : Deoxyribose,Pyrimidine : Purine,Adenine : Pyrimidine,I,ori_mmlu-high_school_biology
Which is a true statement concerning genetic variation?,It is created by the direct action of natural selection.,It tends to be reduced by the processes involved when diploid organisms produce gametes.,It must be present in a population before natural selection can act upon the population.,It is always increased by the processes involved when diploid organisms produce gametes.,It is not affected by the environmental changes.,It can only be created by artificial selection.,It is only present in a population after natural selection has acted upon the population.,It arises independently of changes in the environment.,It is always reduced by the processes involved when diploid organisms produce gametes.,It arises in response to changes in the environment.,C,ori_mmlu-high_school_biology
A piece of potato is dropped into a beaker of pure water. Which of the following describes the activity after the potato is immersed into the water?,Water moves from the surrounding water into the potato.,Solutes in the water move into the potato.,No movement of water or solutes occurs.,Potato cells plasmolyze.,Solutes in the potato move into the water.,Water and solutes move equally in both directions.,The potato dissolves in the water.,Water moves from the potato into the surrounding water.,The potato absorbs all of the water.,The potato cells burst due to water intake.,A,ori_mmlu-high_school_biology
"Based on the characteristic population curves that result from plotting population growth of a species, the most effective means of controlling the mosquito population is to",opt for zero population control once the K value of the curve has been reached,increase the mortality rate,maintain the population at the highest point of its logistic curve,reduce the carrying capacity cif the environment to lower the K value,decrease the mortality rate,increase the birth rate of the species,drastically reduce the population below the K value,maintain the population at a point corresponding to the midpoint of its logistic curve,increase the carrying capacity of the environment to raise the K value,opt for zero population control at the beginning of the logistic curve,D,ori_mmlu-college_biology
A frameshift mutation is created when,a base pair is moved from one location in a gene to another,a codon's nucleotide sequence changes so that it calls for production of a different amino acid than the original one,telomeric sequences are removed from DNA,a base pair is either inserted or deleted in a gene,a large portion of a chromosome is deleted,a gene is duplicated within the DNA sequence,a codon's nucleotide sequence is changed so that it no longer codes for any amino acid,a base pair is replaced with a different base pair in a gene,a codon's nucleotide sequence is changed so that it codes for the same amino acid,a codon's nucleotide sequence is changed so that instead of coding for a given amino acid it acts to terminate translation,D,ori_mmlu-college_biology
"To prevent desiccation and injury, the embryos of terrestrial vertebrates are encased within a fluid secreted by the",blastoderm,mesoderm,amnion,zona pellucida,ectoderm,chorion,yolk sac,vitelline membrane,endoderm,allantois,C,ori_mmlu-college_biology
Which of the following is a second messenger that stimulates release of calcium ions into the cytoplasm?,Adenosine triphosphate,Nitric oxide,Guanosine triphosphate,Cyclic ADP-ribose,Cyclic GMP,Prostaglandins,Cyclic AMP,Calmodulin,Diacylglycerol,Inositol triphosphate,J,ori_mmlu-college_biology
Synthesis of an RNA/DNA hybrid from a single-stranded RNA template requires,RNase only,a DNA primer and RNase,a DNA or RNA primer and DNA polymerase,a DNA or RNA primer and reverse transcriptase,a RNA primer and DNA polymerase,DNA polymerase only,a RNA primer and reverse transcriptase,reverse transcriptase and RNase,reverse transcriptase only,"a DNA primer, RNA primer and reverse transcriptase",D,ori_mmlu-college_biology
"In order for the Hardy-Weinberg law to operate with respect to a population of organisms, each of the following conditions must be met EXCEPT:",There is no mutation in the population.,Matings are random.,Population size is large.,Natural selection does not take place.,Genes are exchanged with other populations.,All members of the population reproduce equally.,The population has a short lifespan.,The population lives in an isolated environment.,The population is not affected by genetic drift.,There is no immigration or emigration.,E,ori_mmlu-college_biology
Which of the following is NOT a source of atmospheric carbon?,Solar radiation,Wind erosion,Volcanic eruptions,Photosynthesis,Precipitation,Combustion of fossil fuels,Nuclear fission,Ocean absorption,Respiration,Bacterial decomposition,D,ori_mmlu-college_biology
Cleavage symmetry arising from early cell divisions that occur at an oblique angle to the polar axis is known as,rotational cleavage,radial cleavage,transverse cleavage,holoblastic cleavage,concentric cleavage,superficial cleavage,bilateral cleavage,spiral cleavage,meroblastic cleavage,oblique cleavage,H,ori_mmlu-college_biology
Targeting of a newly synthesized protein is most likely to require two different signal peptides for which of the following destinations?,Ribosome,Mitochondrion,Chloroplast,Lysosome,Endoplasmic reticulum,Peroxisome,Nucleus,Cytosol,Plasma membrane,Golgi apparatus,C,ori_mmlu-college_biology
"In one taxonomic classification, Archaea, Eukarya, and Bacteria represent the three major domains of life. Eukarya utilize the general transcription factors TBP (TATA-binding protein) and TFIIB in transcription, whereas Bacteria do not. At least one member of Archaea has a protein similar to TBP and a protein similar to TFIIB. Based on this observation, which of the following scenarios is most likely?","Bacteria, Archaea and Eukarya have always been separate and did not diverge from a common ancestor.",Bacteria and Archaea diverged simultaneously from Eukarya.,Archaea and Eukarya diverged after their common ancestor diverged from Bacteria.,Archaea and Bacteria diverged from Eukarya simultaneously.,Bacteria and Eukarya diverged from Archaea simultaneously.,Eukarya and Bacteria diverged after their common ancestor diverged from Archaea.,Archaea and Bacteria diverged after their common ancestor diverged from Eukarya.,Archaea and Eukarya diverged simultaneously from Bacteria.,Bacteria and Eukarya diverged after their common ancestor diverged from Archaea.,"Archaea, Eukarya, and Bacteria diverged simultaneously from a common ancestor.",C,ori_mmlu-college_biology
A rise in intracellular free calcium in the sea urchin oocyte causes the release of proteolytic enzymes which act to prevent polyspermy. The events just described entail the,polyspermy reaction,enzymatic reaction,proteolytic reaction,acrosomal reaction,oocyte reaction,fertilization reaction,calcium reaction,cortical reaction,zona reaction,intracellular reaction,H,ori_mmlu-college_biology
Which of the following is a benefit that mycorrhizal fungi confer to many plants?,"They fix nitrogen, which is particularly important for plants in nitrogen-limited habitats.",They provide plants with access to unlimited water resources.,They provide carbon to plants in exchange for fixed nitrogen.,They help plants create their own food through photosynthesis.,They enhance plant growth by releasing growth hormones.,They protect plant roots from desiccation in extremely dry habitats.,They increase plant resistance to pests and diseases.,They assist in the absorption of carbon dioxide from the atmosphere.,"They provide plants with access to potassium, an element abundant in all kinds of soils.","They provide access to phosphorus, an essential element that is limited in many kinds of soils.",J,ori_mmlu-college_biology
The soils of which of the following biomes has the highest rate of leaching and cycling of nutrients?,Wetlands,Tropical rain forest,Alpine,Desert,Chaparral,Temperate deciduous forest,Savanna,Tundra,Grasslands,Taiga,B,ori_mmlu-college_biology
Brood parasites such as the cuckoo successfully trick other species of birds into rearing their young by exploiting the host birds' instinctive response to the loud begging cues of a fledgling in their nest. The genes that allow the host bird species to be duped into rearing the cuckoo fledglings to the detriment of their own offspring most likely remain in the gene pool of the population because,the host birds learn from the experience and are less likely to be duped in the future,"on average, the host birds' response allows them to rear their own young efficiently by feeding only those who indicate they are hungry",the cuckoo fledglings share some of their genes with the host birds,the cuckoo fledglings contribute to the survival of the host bird species by increasing genetic diversity,the maximum fitness of the duped bird is not compromised when the bird rears an interloper of another species,the maximum fitness of the cuckoo would then be reduced,"on average, little energy is spent on rearing a fledgling bird, whether it is an interloper or one's own",the genes that allow the host birds to be duped are also responsible for other beneficial traits,the cuckoo fledglings help to protect the nest from predators,the genes that allow the host birds to be duped are necessary for the survival of the cuckoo species,B,ori_mmlu-college_biology
"Cell motility, as viewed in a cultured fibroblast, encompasses all of the following EXCEPT",microfilaments,adhesion plaques,clathrin,myosin,lamellipodia,keratin,microtubules,vinculin,actin,integrins,C,ori_mmlu-college_biology
Adaptations of plants to minimize water loss in environments with high temperatures include which of the following?,"Thick, lush foliage","Smooth, glossy leaves",High rates of transpiration,Shallow root systems,Spines instead of leaves,Numerous stomata,Thin cuticles,Large surface-to-volume ratios,Absence of stomata,"Broad, flat leaves",E,ori_mmlu-college_biology
All of the following might be found in connective tissue EXCEPT,collagens,adipocytes,glycosaminoglycans,reticular fibers,proteoglycans,elastin,fibroblasts,chondrocytes,keratinocytes,thrombin,J,ori_mmlu-college_biology
Which of the following is typically NOT found in normal somatic cells of a human male?,Forty-six autosomes,An activated Y chromosome,An inactivated X chromosome,Mitochondrial DNA,Forty-four autosomes,Three Y chromosomes,The entire genetic information possessed by the original zygote,Two X chromosomes,A haploid nucleus,A diploid nucleus,C,ori_mmlu-college_biology
"The members of a bird species capable of nesting in treetops or on the ledges of nearby cliffs make their homes only in the treetops due to the established presence of a more aggressive bird species on the cliff ledges. With respect to habitat, the treetop-nesting birds are utilizing",their potential niche only,their ecological niche only,their primary habitat only,both their fundamental niche and their realistic niche,their realistic niche only,their fundamental niche only,their secondary habitat only,their dominant niche only,their survival niche only,neither their fundamental niche nor their realistic niche,E,ori_mmlu-college_biology
A DNA strand with the sequence 5′ CGA TTG 3′ would be complementary to the sequence,5′ TCG AAT 3′,5′ GTT AGC 3′,5′ GCU AAC 3′,5′ GTT CGA 3′,5′ TTA CGC 3′,5′ AGC TTA 3′,5′ CGA TTG 3′,5′ GCT AAC 3′,5′ CAA TCG 3′,5′ ACG TTA 3′,I,ori_mmlu-college_biology
Which of the following statements concerning a sarcomere of a striated muscle (such as skeletal muscle) is correct?,The A band shortens during muscle contraction.,Each myosin helical tail contains an actinbinding site and an ATP-hydrolyzing site.,"During relaxation, the Z lines move apart.",During contraction H zones become elongated.,"The proteins troponin and tropomyosin constitute the thick and thin filaments, respectively.",Myosin filaments are found in the I band.,Troponin and tropomyosin are located in the H zone.,"Tropomyosin binds to myosin, blocking the actin-binding site.",The thin filaments are composed entirely of myosin.,In the relaxed position tropomyosin impedes myosin's access to the binding site of actin.,J,ori_mmlu-college_biology
Aggressive ants live in the swollen thorns of a small tropical tree and feed on oil-rich bodies that the tree produces at the tips of its leaflets. Which of the following experiments best tests the hypothesis that ants defend the plant by either killing or chasing away leaf-feeding insects?,Remove oil-rich bodies and measure subsequent ant density.,Remove leaf-feeding insects and measure subsequent ant density.,Add more oil-rich bodies and measure subsequent leaf damage.,Remove leaf-feeding insects and measure subsequent leaf damage.,Remove ants and measure subsequent thorn growth.,Add more leaf-feeding insects and measure subsequent ant density.,Remove the thorns and measure subsequent density of ants.,Remove the tree and measure subsequent ant density.,Remove ants and measure subsequent leaf damage.,Add more ants and measure subsequent leaf damage.,I,ori_mmlu-college_biology
An embryologist studying the development of a vertebrate organism from the zygote stage to fetus would be justified in drawing which of the following conclusions?,The development of a vertebrate organism from the zygote stage to fetus does not follow a consistent pattern.,The development of a vertebrate organism from the zygote stage to fetus displays a random pattern of evolutionary history.,The zygote stage of a vertebrate organism is identical to the fetus stage.,Ontogeny recapitulates phylogeny.,"Early embryos display identical features of their class and order, but not their species.",An early human embryo has features in common with early fish and avian embryos.,"Early embryos display identical features of their class, order, and species.",A human embryo displays features of adult fish and birds in the course of its development.,An early human embryo has features that are identical to adult fish and avian features.,"A vertebrate organism develops identical features of its class, order, and species only during the fetus stage.",D,ori_mmlu-college_biology
"A stem-boring beetle has laid its eggs in the center of a 5-year-old wood twig, and the eggs have matured into larvae. In proper order (inside to outside), what tissues and tissue regions would the larvae encounter as they eat their way toward the outside of the twig? (For simplicity, assume that the epidermis has already fallen off completely.)",Pith; primary xylem; secondary xylem; vascular cambium; primary phloem; secondary phloem; cortex,Pith; primary xylem; vascular cambium; secondary xylem; primary phloem; secondary phloem; cortex,Pith; secondary xylem; primary xylem; vascular cambium; primary phloem; secondary phloem; cortex,Pith; vascular cambium; primary xylem; secondary xylem; primary phloem; secondary phloem; cortex,Pith; primary xylem; secondary xylem; vascular cambium; primary phloem; cortex; secondary phloem,Pith; primary xylem; secondary xylem; vascular cambium; secondary phloem; primary phloem; cortex,Pith; secondary xylem; primary xylem; vascular cambium; secondary phloem; primary phloem; cortex,Pith; secondary xylem; vascular cambium; primary xylem; secondary phloem; primary phloem; cortex,Vascular cambium; primary xylem; secondary xylem; pith; secondary phloem; primary phloem; cortex,Pith; primary xylem; vascular cambium; secondary xylem; secondary phloem; primary phloem; cortex,F,ori_mmlu-college_biology
The following pairs were placed in solution together. Which two could be separated by performing low-speed centrifugation?,Ribosomes and endoplasmic reticulum,Golgi apparatus and endoplasmic reticulum,Cytoplasm and nucleus,Mitochondria and ribosomes,Lysosomes and endosomes,Plasma membrane and cytoskeleton,DNA and mRNA,Proteins and lipids,Nuclei and secretory vesicles,DNA and proteins,I,ori_mmlu-college_biology
A healthy person sitting at rest consciously begins to breathe too fast. Which of the following describes the change in the person’s blood caused by this hyperventilation?,No change in both partial pressure of carbon dioxide and concentration of hydrogen ions,A decrease in partial pressure of carbon dioxide and a decrease in concentration of hydrogen ions,No change in partial pressure of carbon dioxide and an increase in concentration of hydrogen ions,A decrease in partial pressure of carbon dioxide and an increase in concentration of hydrogen ions,An increase in partial pressure of carbon dioxide and a decrease in concentration of hydrogen ions,A decrease in partial pressure of carbon dioxide and no change in concentration of hydrogen ions,"An increase in both partial pressure of carbon dioxide and concentration of hydrogen ions, but at different rates",An increase in partial pressure of carbon dioxide and no change in concentration of hydrogen ions,No change in partial pressure of carbon dioxide and a decrease in concentration of hydrogen ions,An increase in partial pressure of carbon dioxide and an increase in concentration of hydrogen ions,B,ori_mmlu-college_biology
A marine ecosystem region characterized by penetrance of solar radiation and upwelling of nutrients is the,limnetic zone,euphotic zone,pelagic zone,neritic zone,aphotic zone,benthyl zone,hadal zone,littoral zone,bathyl zone,abyssal zone,D,ori_mmlu-college_biology
"In humans, a hereditary disorder called xeroderma pigmentosum (XP) can result in the inability to repair ultraviolet damage to DNA. Which of the following molecular lesions is most likely to accrue in individuals with XP?",Pyrimidine dimer,Double strand DNA breaks,Deletion of guanine,Single strand DNA breaks,Addition of uracil,Depurination,Thymine dimers,Methylation of adenine,DNA crosslinks,Deamination of cytosine,G,ori_mmlu-college_biology
All of the following may serve as intracellular messengers EXCEPT,glucose,calcium ions,"inositol 1,4,5-triphosphate",diacylglycerol,sodium ions,ATP,carbon dioxide,acetylcholine,cAMP,cholesterol,H,ori_mmlu-college_biology
All of the following statements about plant embryogenesis are correct EXCEPT:,The embryo sac is formed during embryogenesis.,The root apical meristem is derived from the suspensor.,Cotyledons are derived from the apical cell.,Embryogenesis occurs after pollination.,Precursors of all three plant tissue systems are formed during embryogenesis.,The apical cell gives rise to the root system.,Seed formation occurs before fertilization.,The suspensor is derived from the basal cell.,Shoot apical meristem formation occurs after seed formation.,The endosperm is derived from the apical cell.,I,ori_mmlu-college_biology
