What is the structure of the United Nations Security Council?,"5 permanent members without veto power, 10 rotating members with veto power","15 rotating members, none with veto power","10 permanent members with veto power, and 5 rotating members without veto power","15 members, all with veto power","20 members, 10 permanent with veto power, 10 rotating without veto power","10 permanent members without veto power, 5 rotating members with veto power","5 permanent members with veto power, 10 rotating members with no veto power",15 permanent members with veto power,"7 permanent members with veto power, 8 rotating members without veto power","5 permanent members and 10 rotating members, all with veto power",G,ori_mmlu-us_foreign_policy
The Voting Rights Act of 1965,prohibited the use of poll taxes in federal elections,granted women the right to vote,granted African-Americans the right to vote,required states to provide bilingual ballots,granted Native Americans the right to vote,banned race-based discrimination,suspended the use of literacy tests at voting centers,granted the right to vote to individuals 18 years and older,banned age-based discrimination in voting,allowed non-citizens to vote,G,ori_mmlu-high_school_government_and_politics
"When an appeal is made to the Supreme Court, the court usually",rules in favor of the defendant,orders the lower court to retry the case,refuses to hear the appeal,dismisses the case entirely,rules in favor of the plaintiff,declares a mistrial,automatically accepts the appeal,requires a jury decision,requires the plaintiff to refile the case,orders a retrial in the Supreme Court,C,ori_mmlu-high_school_government_and_politics
Under which of the following circumstances does a president usually experience a reduction in political power? I. The president is in the final two years of his or her second term II. The number and severity of international crises is increasing III. Different parties control Congress and the White House IV. The economy is strong and the president's approval ratings are high,"I, III, and IV only",None of the above,I and III only,II and III only,II and IV only,"I, II, and III only",All of the above,III and IV only,I only,I and II only,C,ori_mmlu-high_school_government_and_politics
Which of the following is LEAST likely to explain low voter turnout for an election?,High levels of satisfaction with the current political situation,Voters' lack of knowledge about the candidates,The complexity of the voting process,The frequency with which state and local elections occur,Regulations that require voters to show identification,The preclearance provision of the Voting Rights Act,Low levels of political efficacy among registered voters,High levels of political apathy among younger voters,A large number of independent candidates,Poor weather conditions on election day,F,ori_mmlu-high_school_government_and_politics
"If no presidential candidate receives a majority of the electoral college vote, then who becomes the president?",The candidate who wins the majority of votes in the state with the most electoral votes,The candidate with the second highest number of electoral votes,The candidate who wins the most votes in the electoral college,The candidate who wins the majority of votes in the House,Whomever is selected by the United States Congress,The candidate chosen by a national popular vote after the electoral college deadlock,The candidate who wins the popular national vote,The incumbent vice president of the United States,The candidate who wins the majority of votes in the Senate,Whomever is selected by the United States Supreme Court,D,ori_mmlu-high_school_government_and_politics
Which of the following best describes the fate of most popular third-party movements?,"They gain a permanent place in the political landscape, consistently attracting a small percentage of the vote.",They usually evolve into major parties due to their growing popularity.,They become a significant force and win the presidency.,Their supporters become frustrated and withdraw from the political process.,They merge with one of the major parties and lose their individual identity.,They are ultimately abandoned by the public because their politics are perceived as too radical.,They displace one of the two major parties and become major parties themselves.,They disintegrate when one or both of the major parties adopt the third party's goals.,They are absorbed by other third-party movements and cease to exist.,They transform into a pressure group or social movement outside of electoral politics.,H,ori_mmlu-high_school_government_and_politics
An inherent power of the president is the power to,veto a bill passed by the U.S. Congress,dissolve the U.S. Congress,approve a constitutional amendment without the approval of the U.S. Congress,increase the federal budget without the approval of the U.S. Congress,enact laws without the approval of the U.S. Congress,negotiate a treaty with another country,order a federal investigation into a state matter,declare a state of emergency following a natural disaster,appoint a nominee for the U.S. Supreme Court,declare war without the approval of the U.S. Congress,H,ori_mmlu-high_school_government_and_politics
Which of the following presidential powers is shared with the Senate?,Creating federal courts,Drafting appropriations bills,Approving federal budget,Appointing Supreme Court Justices,Deploying troops,Granting pardons,Negotiating treaties,Forcing Congress into session,Declaring war,Vetoing laws,G,ori_mmlu-high_school_government_and_politics
Which of the following is a significant difference between the Senate and the House of Representatives?,"The Senate allows unlimited debate, while the House does not.",Only the House has the power to issue subpoenas.,"The Senate is presided over by the Vice President, while the House is not.",Only the Senate has the power to declare war.,"States are equally represented in the House, while representation in the Senate is proportional to population.",Only the Senate may introduce revenue bills.,The Senate has more members than the House.,Only the House can propose amendments to the Constitution.,Only the House can confirm or reject presidential appointments.,"The Senate has a term of six years, while the House has a term of four years.",A,ori_mmlu-high_school_government_and_politics
Which of the following statements is true regarding delegates to presidential nomination conventions?,Delegates are often chosen at random from the general population.,Delegates often switch party affiliations during the convention.,Delegates typically have little interest in politics.,The majority of delegates are not affiliated with any political party.,Delegates are generally more likely to register as third party voters at some point.,The majority of the general population is more educated than the delegates.,Delegates are typically less educated than the general population.,Delegates usually have no influence on the presidential nomination process.,"Typically, delegates have a lower level of political knowledge than the general population.","Typically, the general population is less ideological than the delegates.",J,ori_mmlu-high_school_government_and_politics
All of the following are specifically mentioned in the Constitution EXCEPT,rules of impeachment,the institution of slavery,the right to vote for women,the process of electing a president,the separation of church and state,judicial review,the creation of the Federal Reserve,the right to bear arms,the national census,the State of the Union address,F,ori_mmlu-high_school_government_and_politics
An example of a categorical grant would be,money given by the federal government to states for general education funding,money given by the federal government to states to fund military defense,money given by the federal government to states to fund healthcare programs with conditions on how the funds are to be used,money loaned by the federal government to a state to prevent it from bankruptcy,money given by the federal government to states to fund Head Start early education programs,money loaned by the federal government to cities to fund school maintenance,money loaned by the federal government to states for infrastructure projects,money given by the federal government to states without conditions,money loaned by the federal government to a private company to prevent it from failing,money given by the federal government to cities with no specific use required,E,ori_mmlu-high_school_government_and_politics
Which of the following is true of court cases in which one private party is suing another?,"They are always resolved through arbitration, not court trials.",They are always tried in the Supreme Court.,They are tried in juvenile court.,They are tried in international court.,The federal court system has exclusive jurisdiction over them.,The state court system has exclusive jurisdiction over them.,They are exclusively tried in appellate court.,The military court system has exclusive jurisdiction over them.,They are tried in civil court.,They are tried in criminal court.,I,ori_mmlu-high_school_government_and_politics
Failed felony prosecutions at the state level are sometimes retried at the federal level,"under the ""double jeopardy"" provision of the Constitution",due to procedural errors in the state-level trial,as a result of international law interventions,"under the ""ex post facto"" provision of the Constitution","under the ""habeas corpus"" provision of the Constitution",because the federal government has broader jurisdiction,because new evidence has voided the state-level verdict,due to a mistrial at the state level,as civil liberties violations,on appeal by state prosecutors,I,ori_mmlu-high_school_government_and_politics
"Under the Articles of Confederation, the national government had the power to",declare war without the consent of the states,create a national currency,abolish state governments,collect taxes,regulate interstate commerce,establish a federal judiciary,negotiate treaties,enforce its laws,directly elect the President,implement a federal education system,G,ori_mmlu-high_school_government_and_politics
The majority of Supreme Court justices,have no prior judicial experience,are appointed by presidents of the same political party,have previously served as Vice President,are appointed by the Senate,are nominated by the Speaker of the House,have a background in criminal law,stay on the court for only a decade,are required to have a degree in constitutional law,are required to retire at age 70,switch party affiliation during their term,B,ori_mmlu-high_school_government_and_politics
Which of the following most accurately states the impact of the Civil Rights Act of 1964 on school desegregation in the South?,The Civil Rights Act of 1964 mandated a quota system for racial representation in all Southern public schools.,The Civil Rights Act of 1964 immediately desegregated all schools in the South.,"Because it included no enforcement provisions, the Civil Rights Act of 1964 had no appreciable effect on school desegregation.",The Civil Rights Act of 1964 made it illegal to segregate schools but did not provide any means for enforcement.,"The Civil Rights Act of 1964 only impacted desegregation in universities, not in primary and secondary schools.","By overturning the ""separate but equal"" principle, the Civil Rights Act of 1964 ended segregation in public schools.",The Civil Rights Act of 1964 increased segregation in schools due to backlash against the legislation.,The Civil Rights Act of 1964 sent federal troops to every segregated public school in the South to force school desegregation.,The Civil Rights Act of 1964 hastened school desegregation by cutting off federal funds to discriminatory school systems.,"The Civil Rights Act of 1964 had no direct impact on school desegregation, but provided a basis for future legislation.",I,ori_mmlu-high_school_government_and_politics
Which of the following statements best characterizes cooperative federalism?,The federal government and state governments working against each other,State and federal governments working on the same issue,States having complete authority over all issues within their borders,The federal government imposing policies on the states without their consent,State governments making decisions without any federal government involvement,Governments working with businesses to address an issue,The federal government having complete control over all policy areas,The federal government and state governments working independently on different issues,The executive and legislative branches working on legislation together,The federal government granting power over a policy area to the states,B,ori_mmlu-high_school_government_and_politics
Which of the following statements about the House of Representatives is true?,All revenue bills must originate in the Senate before moving to the House.,The Speaker of the House wields less power than the president pro tempore of the Senate.,The House of Representatives has the power to approve Supreme Court nominations.,Members of the House of Representatives serve for a term of six years.,"The House has a Committee on Ways and Means, while the Senate does not.",The House cannot introduce legislation related to taxation.,The Speaker of the House is appointed by the President.,The House of Representatives has fewer members than the Senate.,"Representation in the House is allocated equally among the states, while representation in the Senate is allocated proportional to population.",The House of Representatives is presided over by the Vice President.,E,ori_mmlu-high_school_government_and_politics
People who join a political party other than the one to which their parents belong most often do so because of,geographic location and local political climate,dissatisfaction with the previous party's policies,changes in their personal political beliefs,educational background and exposure to different ideas,pressure from their employers,the impact of a specific political event,influence from their spouse or partner,economic issues,religious beliefs,peer pressure,H,ori_mmlu-high_school_government_and_politics
Which of the following is an example of devolution?,Allowing states to decide how to meet federally mandated greenhouse gas emissions targets,The federal government setting a minimum wage that all states must meet,A state being prevented from implementing a fuel efficiency standard that is more stringent than that set by the federal government,"A ""race to the bottom"" in which states compete with one another to have the fewest environmental regulations",A state being forced to comply with federal immigration policies,The federal government establishing nationwide educational standards,A state choosing to implement stricter gun control laws than those mandated by the federal government,"A state that decriminalizes all drug use, contrary to federal law",A state that legalizes marijuana possession in conflict with federal law,The federal government overriding a state's decision to legalize same-sex marriage,A,ori_mmlu-high_school_government_and_politics
Among the executive branch's checks on the legislative branch is the president's power to,veto acts of Congress,appoint members to Congress,introduce bills to the floor of Congress,limit the term of Congress members,call special sessions of Congress,dissolve Congress,address Congress during its debate on bills,decide the agenda for Congress,cut funding for Congress initiatives,vote on acts of Congress,E,ori_mmlu-high_school_government_and_politics
Divided government frequently results in,conflict between states and the federal government,amendments to the Constitution,dissolution of political parties,immediate passage of major legislation,delays in the confirmation of those nominated to be ambassadors,a smooth legislative process,increased foreign policy collaboration,reapportionment of voting districts,quick approval of Supreme Court nominees,reduction in national debt,E,ori_mmlu-high_school_government_and_politics
"Which of the following is NOT part of the ""iron triangles"" that influence public policy-making?",Bureaucratic agencies,The courts,House committees,The President,Interest groups,The media,Citizens,Political parties,Non-profit organizations,Senate committees,B,ori_mmlu-high_school_government_and_politics
Which of these principles is not an element of the responsibility to protect?,The responsibility to react.,The responsibility to prevent.,The responsibility to rebuild.,The responsibility to recognize.,The responsibility to repent.,The responsibility to recollect.,The responsibility to remain sovereign.,The responsibility to retaliate.,The responsibility to resist.,The responsibility to refuse.,G,ori_mmlu-security_studies
Can environmental changes be reconciled with national security interests?,Environmental changes can bolster national security through the creation of new defense technologies.,All of these options.,National security interests can harness environmental changes to create strategic advantages.,Environmental changes are a distraction from more pressing national security interests.,National security is entirely separate from environmental changes; there is no correlation.,"Environmental challenges to economic growth, such as natural resource management and employment, leads to diversification and research which may in the long-term result in technological advancements that bolster military programs.",The environmental problems encountered by countries are principally internal. External threats remain within a country's control: external military threats will remain unchanged and a primary concern.,"Environmental changes can undermine national security in many ways; including weakening the economic base that determines military capacity. So if the natural capital base of an economy erodes than so does the long-term capacity of its armed forces. Any developments however, will be 'human' in impact.",National security interests are always at odds with environmental changes.,"Environmental changes are solely a cause of national security concerns, with no potential benefits.",H,ori_mmlu-security_studies
Which of the following statements could be described as a liberal perspective on future energy security?,"Future energy security is dependent on the development and implementation of renewable energy sources, moving away from a reliance on fossil fuels.","National governments should take a more active role in securing energy resources, potentially through the nationalization of energy companies.","Energy scarcity is likely to lead to future disruptions in the global system and the emergence of a 'new international energy order', characterized less by liberal free-market trading than by statism and neo-mercantilism.","The global economy is interconnected, ensuring that energy security for one is dependent upon energy security for all. Thus all core powers have the same interests in maintaining and extending the conditions under which this market operates. As long as this economic order exists, conflict between major powers over energy reserves is highly unlikely.","A collective international effort is required to ensure future energy security, potentially through a global energy treaty or agreement.",The concept of energy security is a construct of the capitalist system and should be rejected in favor of a more equitable distribution of resources.,Oil remains the lifeblood of the current order - an order that is based upon an unequal (and deeply unjust) distribution of wealth and power in favour of capitalist economic elites. Those who benefit most from the prevailing order will ensure that the flow of energy under favourable conditions continues to underpin their position in the global system.,"Energy security is best ensured through the privatization of energy resources, allowing for a free-market competition to drive innovation and efficiency.","Energy scarcity will signal a return to an era of greater geopolitical confrontation. 'Resource wars', in particular over energy sources, present a clear possibility for a breakdown in international cooperation, as states begin to compete (and eventually conflict) over the control of major reserves.","Energy security is not a major concern, as technological advancements will continue to provide new ways to generate energy.",D,ori_mmlu-security_studies
Which of the following is a common criticism of the human security concept?,Human security is too broad.,All of these options.,"Human security is an idealistic, unrealistic concept.","Human security lacks a clear, universally accepted definition.",Human security is too focused on the individual.,Human security is neo-colonial.,Human security promotes global capitalism.,Human security is used as a pretext for military intervention.,Human security disregards national sovereignty.,Human security doesn't address economic inequality.,B,ori_mmlu-security_studies
In what ways have governments responded to the threat of TNC post-Cold War?,"In response to the threat of TNC post-Cold War, governments have primarily relied on economic sanctions against countries seen as hubs for transnational crime.",The US war on drugs has heavily influenced the construction of the governmental response to the growing perception that the phenomenon of TNC represents a national security threat. The approach has an emphasis on bilateral and multilateral cooperation on law enforcement combined with sticks on a bi-lateral basis to induce states to increase regulation and enforcement against TNC.,Governments have increasingly turned to the use of private military companies to combat the threat of TNC post-Cold War.,State responses to transnational crime have evolved in correlation to the increased threat posed to the integrity of the state. Organized crime has been regarded primarily as a national security threat to be addressed domestically. The institutionalized international approaches for information sharing have been predominately bilateral to the extent of bringing to justice perpetrators of crime that are seeking to evade justice.,"The approach to the threat of TNC has largely been disorganized and lacking in any form of international cooperation, with each state tackling the issue individually.","With the expansion of TNC in the 1990s, states became increasingly willing to take measures to reduce the asymmetries between countries through harmonization of legislation and increasing police capacity and networking. The government response to transnational crime has focused on targeting the individuals and organizations perpetrating the crime, rather than the criminal markets themselves.",The emergence of norms governing the response to address the spectre of organized crime and to harmonize legislation occurred with the evolving Global War on Terror in which the terrorism-organized crime nexus resulted in the militarization of law enforcement: the use of military technology and intelligence as opposed to addressing the underlying conditions that facilitate illicit trade through an international institutionalist response.,The response to TNC post-Cold War has been largely focused on the implementation of strict border controls and immigration policies.,"The threat of TNC has been primarily addressed through the expansion of domestic law enforcement agencies, with minimal international cooperation.","Governments have remained passive and unresponsive to the threat of TNC post-Cold War, allowing transnational crime to flourish unchecked.",F,ori_mmlu-security_studies
Which of the following concepts does NOT form part of the technical discourse on cyber-security?,Social networking,Business networks,Digital marketing,Computer experts,Computer networks,Internet of Things,Cloud storage,Mobile technology,Firewall protection,Anti-virus industry,B,ori_mmlu-security_studies
What are the characteristics and manifestations of the strategy adopted by the USA in pursuit of energy security?,The USA has not adopted any specific strategy for energy security.,The USA's strategy includes withdrawing from all international agreements related to energy and climate change.,The USA has pursued energy security by solely investing in nuclear energy.,The deployment of troops in the Persian Gulf is part of the USA's attempt to secure its dominance in the oil-rich region.,"The USA has sought to assert its primacy vis-à-vis friendly and rival powers, through the deployment of troops and other interventions.",The USA has solely relied on increasing domestic oil production for energy security.,All of these options.,The USA has pursued energy security by completely cutting off all oil imports.,The USA has actively sought to stabilize oil-rich friendly political actors and secure the economic and political status quo.,The USA has prioritized renewable energy sources over oil for their energy security.,G,ori_mmlu-security_studies
In what ways do theories of conventional and critical social constructivism differ?,Critical constructivism argues that conventional constructivism is too focused on rationalist approaches and fails to account for the role of power and inequality in social constructions.,"Conventional constructivism refers to the earlier works of social constructivist theorists that are characterised by a rejection of positivist methodology. Critical constructivists challenge these theories, embracing positivist methodologies in their work.","Conventional constructivists view constructivism as a bridge between rationalist and reflectivist approaches, enabling both to benefit from the insights of the other. Conversely, critical constructivists argue that this approach simply reproduces the binary distinctions that characterize positivist methodology.","Conventional constructivism views social reality as a product of individual cognitive processes, while critical constructivism views it as a product of societal and institutional structures.","Conventional constructivism focuses primarily on the individual's role in constructing their own social reality, while critical constructivism focuses on the role of societal structures in shaping individual's perceptions.",Conventional constructivism argues for a positivist methodology while critical constructivism rejects this in favor of a more interpretivist approach.,"Critical constructivism regards the strength of social constructivism to be its ability to bridge rationalist and reflectivity approaches. Conversely, social constructivists regard this as an unhelpful regression to positivist binary frameworks of analysis.","Conventional constructivism is a theoretical approach that is primarily concerned with the ways in which individuals construct their own social realities, whereas critical constructivism is more concerned with the ways in which social realities are constructed through discourse and power relations.","Social constructivism is best understood as a uniform approach to the construction of social identities and security; although distinctions exist within the field, these are not easily defined as distinctive separate approaches.","Conventional constructivism and critical constructivism are two different names for the same approach in social theory, with no significant differences between them.",C,ori_mmlu-security_studies
"Considering commerce and marketing, which of the following present the most significant obstacle to developing IT security?",There is a lack of regulations that require IT security.,"There is pressure to reduce the time it takes to get a new IT product or system onto the market, so security systems are sacrificed in order to reduce the time-to-market.","Security systems are detrimental to usability and can make IT systems less functional, and therefore less attractive to the consumer.",There is a lack of funding for IT security.,Security systems are not considered necessary for IT products or systems.,There is a lack of expertise in the field of IT security.,There is a lack of understanding about the importance of IT security in the marketplace.,All of these options.,There is no direct return on investment in building security systems.,Security systems are considered too complex to develop and implement.,H,ori_mmlu-security_studies
"Considering 'offensive' and 'defensive realism', which of these statements is not correct?",Defensive realism regards cooperation as the way in which states can achieve security.,Both offensive and defensive realism agree that states should avoid cooperation to achieve security.,Offensive realism regards cooperation as the way in which states can achieve security.,Offensive realism theorizes that states will pursue hegemony where possible.,Defensive realism defines the international system as an environment in which states seek to achieve security through the acquisition of power.,Offensive realism argues that states should avoid power and competition to achieve security.,Both defensive realism and offensive realism regard power and competition as a means by which security can be achieved for the state.,Defensive realism theorizes that states will pursue hegemony where possible.,Both offensive and defensive realism agree that states should avoid power and competition to achieve security.,Offensive realism defines the international system as an environment in which states seek to achieve security through the acquisition of power.,G,ori_mmlu-security_studies
In what ways has the concept of environmental security been contested?,"Analysis of environmental security is understood as the integrity of the whole ecological system whose primary threat is human activity. However, it radically challenges security thinking in that it demands a shift in the reason for action from national security interest to the welfare of the entire social-ecological system of the planet.","Environmental security has been contested due to the belief that it should not be the responsibility of security agencies, but rather environmental organizations.","The crossover of common insecurity issue areas is unlikely because not all problems are truly global. Not all states are equally responsible for environmental problems, nor is there such a thing as equality of risk. Systemic interdependence is unlikely to manage those security areas.","The ecological security and human security approaches to environmental security do not challenge the security community to consider alternative objects of security. Ecological security displays continuity with major interpretations of security, which typically centralize the security of the state.","Environmental security has been contested due to the belief that it is not the responsibility of individual countries to protect the environment, but rather a collective global responsibility.","Environmental security is not a contested concept, as it is universally agreed that the environment should be prioritized for the welfare of the planet and its inhabitants.","The concept of environmental security has been contested because it places the blame for environmental issues squarely on human activity, ignoring other factors such as natural disasters.",Environmental security contends that the principle threat to the ecological integrity is human activity and therefore humans can be secured to the extent that welfare is protected at the domestic level. The reason for action is to be found in individual and national interests.,"The concept of environmental security has been contested due to the belief that it is a distraction from more immediate and tangible security threats, such as warfare or terrorism.",The concept of environmental security has been contested due to the belief that it is an overreaction and that the environment is not in immediate danger.,A,ori_mmlu-security_studies
How can the origins of weak state insecurity be explained?,"Weak state insecurity can be traced back to the lack of a common language and culture, which creates divisions and prevents the state from unifying.","The contemporary state-building condition is constrained by the shortened time-frame operating within the established guidelines of international norms, a particular problematic rule of which is sovereignty. Thus, unlike some European entities which could not complete the state-building process and were absorbed into more viable units, weak states will remain quasi entities.",The utility of explaining weak state insecurity with a comparison to the historical conditions of state consolidation in Europe does not stand in the contemporary context of global society because of the pervasion of international norms to prevent violent conflict from manifesting in the consolidation process.,"The origins of weak state insecurity lie in the state's inability to manage diversity and resolve conflicts between different ethnic, religious or social groups.",Weak state insecurity in a historical framework of analysis represents an abnormal state in the long term state-building process. Bloody and violent conflict between social forces is not consistent with the presence of the centralizing force with the capacity to attain monopoly of control over violence.,Weak state insecurity originated from the denial of sovereignty as the norm and the corresponding extension of the right to inviolability of statehood. Without protection under international laws the possibility of its national status being revoked and its territory being subsumed into another state threatens the consolidation of the state-building process.,"The origins of weak state insecurity can be explained by the lack of strong leadership, which prevents the state from implementing effective policies and maintaining control.","The origins of weak state insecurity lie in the lack of economic resources, which prevents the state from providing basic services and maintaining order.",Weak state insecurity is a result of external interference and the imposition of foreign ideologies and systems of governance.,"Weak state insecurity is a result of the state's failure to adapt to changing global conditions and trends, which leads to instability and conflict.",B,ori_mmlu-security_studies
"According to motivational realism, what might inspire the behaviour of so called 'greedy states'?",Human nature is fundamentally greedy.,State desire to spread its ideology.,State desire to dominate global politics.,All of these options.,State fear of economic decline.,State desire to increase its military power.,State desire to maintain its sovereignty.,State desire to gain international recognition.,State desire to increase wealth and prosperity.,State desire for territorial expansion.,D,ori_mmlu-security_studies
In which year was the seminal Human Development Report published?,1997,2000,2004,1994,1987,2007,1984,1990,1992,1980,D,ori_mmlu-security_studies
What does it mean to be secure?,Security is the assurance of protection from all forms of cyber threats and attacks.,Security refers to the ability to live without fear of oppression or discrimination.,"Security means freedom to enjoy the things that are most important to human survival and well-being, such as food, healthcare, and the opportunity to live well.",All of these options.,Security refers to the ability to protect one's financial assets and investments.,Security is the absence of threats to a nation's sovereignty and territorial integrity.,"Security refers to safety from vulnerabilities (both external and internal) that could harm the state, societies within the state, and the values of those societies.","Security means the coercive capability to stop an aggressor. Security is freedom from war, and the ability to deter or defeat aggressive attacks.",Security means the ability to protect one's personal information and privacy.,Security means being free from all forms of physical and emotional harm.,D,ori_mmlu-security_studies
What has been the effect of biological weapons on national security in the international community?,"The West, notably Canada, Britain, and the US, have conducted research into the weaponization of Anthrax, Tularemia, Q-fever, Venezuelan equine encephalitis, and anti-agricultural agents. However biological weapons were generally viewed in the West as lacking military utility. Instead strategists have concentrated on nuclear and conventional capabilities.","Biological weapons make use of living organisms or toxins to weaken or kill, but because these organisms and toxins occur in nature it makes it difficult to differentiate between naturally occurring disease and subversive activities which, moreover, make a state's capacity hard to verify.","The development of biological weapons has been largely unsuccessful, with many nations abandoning their programs due to the difficulty of weaponizing biological agents.","The threat of biological weapons has led to a decrease in international cooperation and trust, as nations are wary of sharing information and resources.","The Soviet Union carried out the most extensive research program into genetic engineering to weaponize naturally occurring diseases. However, the Soviets most likely saw their biological weapons program as a counter to the global-strike complex that was emerging in NATO in the 1970s or as a way to inhibit recovery in a nuclear exchange. Biological weapons programs should therefore be regarded in a Cold War context.","The use of biological weapons has led to a significant increase in international tensions and conflicts, as nations scramble to develop their own biological weapons in response.",All of these options.,Biological weapons have had no significant impact on national security as they are not as powerful or reliable as nuclear and conventional weapons.,"Biological weapons have caused a significant shift in national security strategies, with a greater emphasis placed on public health and disease prevention measures.",Biological weapons have made it easier for smaller nations and non-state actors to pose a significant threat to national security due to their relatively low cost and ease of production.,G,ori_mmlu-security_studies
How are US 'military moms' important to a critical reading of security?,All of these.,The concept of 'military moms' is a myth created by the military industrial complex.,The importance of 'military moms' is only relevant in historical analysis of military strategy.,Examining the role of 'military moms' reveals the extent of gendered strategizing that is required to raise and sustain a military force.,The role of 'military moms' is only recognized in a feminist analysis of security.,'Military moms' help to spread patriotic values in society.,'Military moms' contribute to the image of the military as a family-friendly institution.,'Military moms' are not significant to a critical reading of security.,Mothers are indispensable to the exercise of military power but often overlooked in traditional security analyses.,Mothers are not passive objects but the specific target of military recruiters who rely on their active engagement to fuel recruitment.,A,ori_mmlu-security_studies
"Weak states face a number of security threats, which of the following threats is the odd one out?",The rise of extremist ideologies leading to internal conflict.,Economic instability leading to a decline in the state's ability to provide basic services.,Environmental disasters causing mass displacement and destabilization.,Competition for authoritative power or coercion from strongmen.,Warlordism and the assertion of the interests and influences of criminal gangs.,The emergence of revolutionary movements seeking to overthrow the state.,A sudden influx of refugees fleeing conflict from neighbouring states.,Severe health crises leading to socio-political destabilization.,"Coup d'état, military rebellion or mutiny; the violent intervention in politics by the state's own military forces, overthrowing and replacing the ruling elite.",Interference and intervention from foreign powers.,G,ori_mmlu-security_studies
In what ways may TNC be regarded as a new concept?,"Transnational crime is a new concept because it refers only to crimes committed online, across different countries.",Transnational crime is a new concept because it only involves crimes committed by state actors or governments.,Transnational organized criminal activities consist of profit driven crime for a high level return that may result in the subversion or infiltration of the legal economy through the reinvestment of illicit profits.,Transnational crime is a new concept because it only refers to terrorism-related activities that span across different countries.,Transnational crime is a new concept because it involves only white-collar crimes committed by high-profile businesses.,"Transnational criminal organizations are those organizations whose modes of operation result in breaking domestic laws, e.g. murder, theft or money-laundering, underlined by the employment of systematic violence.",The terms 'transnational crime' and 'organized crime' are sometimes used interchangeably but not all transnational crime will be committed by an organized group nor will all organized groups engage in transnational crime. The pursuit of profit for illicit activity eludes definition and may include those individuals or businesses that engage in occasional transnational criminal activity but are otherwise legitimate operatives.,Organized transnational crime groups are those structured groups randomly formed or otherwise but do not have a formally defined role for its members or continuity of membership but have a developed purpose for the intent of committing crimes.,Transnational crime refers to any crime committed by an individual who has citizenship in more than one country.,Transnational crime is a new concept because it refers only to the smuggling of goods and people across borders.,C,ori_mmlu-security_studies
In what ways does gender shape the conceptualization of nationhood and conflict?,Gender doesn't shape the conceptualization of nationhood and conflict as these are neutral concepts that apply to all individuals irrespective of their gender.,"A sense of national identity can be developed through a variety of shared experiences, including war. The glorification of iconic national figures such as political leaders is not noticeably gendered and men and women generally perform the same types of roles within the public realm.","Nationhood and conflict are shaped by gender through the lens of a binary system, where men and women are portrayed in opposite roles.","When thinking about national identity, violence, physical strength, aggression, and the ability to use force are attributed as feminine characteristics. The male identity is imagined as being one of domesticity, nurturing, care, and child rearing.",Nationhood and conflict are purely masculine concepts. The female gender has no influence or role in these areas.,"Although often missing from the traditional literature on war and security, women frequently serve the purposes of nationalise causes, with nationalism often presented in highly gendered and female terms, where women are symbols of statehood.","Measures of national pride and success are biased towards the glorification of female attributes such as the ability to bear children. The restriction of women to the domestic sphere creates a sense of national identity that is founded on a celebration of home life, feminine strength, and maternal characteristics.",Gender shapes the conceptualization of nationhood and conflict by allowing women to be represented as warriors and men as peacemakers.,Gender shapes the conceptualization of nationhood and conflict by creating a division where men are associated with nation-building and women with peacekeeping.,"Women play a limited role in nationhood and conflict, with men being the primary actors in these spheres.",F,ori_mmlu-security_studies
When may an issue fail to become securitized?,When the securitizing actor is unable to convince the audience of the legitimacy of the threat.,When the proposed threat is deemed to be of low priority compared to other issues.,When the securitizing actor fails to properly communicate the threat.,When the securitizing actor is not granted the special right to implement extraordinary measure.,When the audience are convinced via the speech act or the securitizing actor but fail to grant that actor the special rights requested in order to address the proposed threat.,When the extraordinary measures proposed are deemed too drastic or unnecessary.,When the general public is not convinced of the legitimacy of the proposed threat.,When the issue in question is not considered a threat by the general public.,When the audience grants the securitizing actor the special rights requested but the actor fails to address the proposed threat.,"When, following the discursive element of the process, extraordinary measures are not implemented.",D,ori_mmlu-security_studies
What are the practical problems associated with applying coercive diplomacy in the West?,"The West's democratic structure and commitment to human rights make it difficult to employ coercive diplomacy, as it often contradicts these principles.","Coercive diplomacy only works in theory, not in practical application, regardless of region.",Coercive diplomacy is ineffective due to the West's lack of military power and influence.,"Increased verification capabilities brought in with the technological and communication revolution have resulted in a practical difficulty for practitioners, enabling the verification of tactical/temporary and strategic/lasting - only the latter of which constituting a compliance success. The capacity to verify processes have highlighted instances of non-compliance following inconclusive coercive diplomacy exchanges.",The unpredictability and changing nature of international relations hinder the consistent application of coercive diplomacy in the West.,"The West's adversaries are too strong and resistant, making any attempts at coercive diplomacy futile.","There are no practical problems associated with applying coercive diplomacy in the West, it is a fully effective strategy.","Coalitional coercive diplomacy is the only credible means for Western democracies to gain the sincerity required to make a threat of force real in the mind of the adversary. However, past efforts of coalitional building have proved to be extremely limited. Disagreements over the means and coordination of the policy often result in splits and consequently states are reluctant to employ it. Where it has been employed it collapses under the weight of its own inadequacy.",All of these options.,Different natures of the adversaries complicate the use of Western coercion. Their tendency to rely on irregular or asymmetric military strategies makes it hard to threaten or even defeat their opponent's military strategy. Those actors deny forces the ability to win quickly with little cost.,J,ori_mmlu-security_studies
