Secretions of Cowper's gland fluid at the tip of the penis are first evident:,during vasocongestion,prior to the refractory period,during the resolution phase,immediately after orgasm,during the excitement phase,during the plateau phase,prior to vasocongestion,immediately before orgasm,following orgasm,following the refractory period,F,ori_mmlu-human_sexuality
The onset (the very beginning) of labor is first triggered by,hormones secreted by the Mother's thyroid gland,hormones secreted by the Mother's hypothalamus,hormones secreted by the fetus' adrenal gland,hormones secreted by the Mother's adrenal gland,the placenta and uterus secretion of prostaglandins,hormones secreted by the Mother's pituitary gland,the placenta and uterus secretion of oxytocin,the placenta and uterus secretion of estrogens,hormones secreted by the fetus' pituitary gland,hormones secreted by the Mother's ovaries,C,ori_mmlu-human_sexuality
"An adult feels himself becoming aroused when looking at a child and realizes that the response is totally inappropriate, as a result he feels anxiety rather than arousal. This is an example of __________ according to Walen and Roth's cognitive model of the sexual response.",cognitive arousal,negative perception,positive perception,positive arousal,cognitive coherence,negative arousal,positive evaluation,negative evaluation,negative dissonance,cognitive dissonance,H,ori_mmlu-human_sexuality
"According to the Ethnocultural Communities Facing AIDS study, single _________ men are more likely than single _________ to report having had more than one sexual partner in the previous year.",Latin American; South Asian,Chinese; North African Muslim,Chinese; Latin American,English-speaking Caribbean; Chinese,North African Muslim; Latin American,English-speaking Caribbean; North African Muslim,North African Muslim; South Asian,South Asian; Chinese,South Asian; English-speaking Caribbean,Latin American; North African Muslim,I,ori_mmlu-human_sexuality
Penile or clitoral erection occurs because of activation of the _________ system.,apathetic,unsympathetic,allopathic,pathetic,empathetic,sympathetic,parasympathetic,homeopathic,allostatic,osteopathic,G,ori_mmlu-human_sexuality
The two principles that deal with questions of values are:,faith and science,faith and legal,religion and science,religion and ethics,legal and ethics,science and legal,legal and ethics,faith and religion,legal and religion,ethics and science,D,ori_mmlu-human_sexuality
Which of the following is the most common method of birth control for married couples in the U.S..,Contraceptive sponge,The diaphragm,Cervical cap,Abstinence,Emergency contraception,Birth control patch,Sterilization,The IUD,The rhythm method,Birth control implant,G,ori_mmlu-human_sexuality
What sexual act is prohibited in most societies?,sex without consent,sex during menstruation,sex with an animal,sex in public places,sex with a minor,sex with a dead person,sex for money,incest,masturbation,sex with a non-spouse if the person is married.,H,ori_mmlu-human_sexuality
An anatomical difference between males and females is:,females have larger hearts than males,males have many times the number of nerve endings in the penis that females have in the clitoris.,"males have an external sexual organ that gets engorged with blood, whereas females do not","males have one exit structure for urine and reproductive fluids, whereas females have two",males have a higher number of red blood cells than females,"males have ovaries, whereas females do not",females have more chromosomes than males,females have a larger brain size than males,males have a shorter lifespan than females,all of the above,D,ori_mmlu-human_sexuality
The feedback loop in men which regulates the production of sex hormones includes all but which of the following?,follicle-stimulating hormone,prolactin,oxytocin,progesterone,pituitary gland,hypothalamus,gonadotropin-releasing hormone,luteinizing hormone,testosterone,estrogen,C,ori_mmlu-human_sexuality
Castration in adulthood,will produce a high voice because it causes a decrease in muscle mass.,will produce a high voice because of the pain that accompanies the procedure.,will not produce a high voice because the testosterone levels are unaffected.,will not produce a high voice because the larynx has already grown.,will produce a high voice due to the psychological impact of the procedure.,will not produce a high voice because the voice pitch is determined by genetics.,will not produce a high voice because the procedure has no impact on the vocal cords.,will not produce a high voice because castration does not affect testosterone production.,will produce a high voice because of increased estrogen production.,will produce a high voice because of decreased testosterone production.,D,ori_mmlu-human_sexuality
Xena has been able to conceive but has repeatedly miscarried early in her pregnancies. Which of the following would be her best option for having a child?,egg freezing,intracytoplasmic sperm injection,artificial insemination,fertility drugs,zygote intra-fallopian transfer,surrogacy,gamete intrafallopian transfer,in vitro fertilization,embryo transfer,adoption,I,ori_mmlu-human_sexuality
"At about _________ months after conception, the gender of the fetus is clear from the appearance of external genitals.",8,9,3,11,4,1,5,2,6,7,E,ori_mmlu-human_sexuality
"When a woman thinks that she probably is a lesbian, she is at the:",exploration stage,understanding stage,denial stage,revelation stage,tolerance stage,confusion stage,curiosity stage,pride stage,confirmation stage,acceptance stage,E,ori_mmlu-human_sexuality
Persons with liberal attitudes about premarital sex are likely to:,none of the above,have liberal attitudes about same-sex relationships,abstain from sexual activity until marriage,engage in open swinging,have conservative attitudes about extramarital sex,engage in accidental extramarital sexual activity,all of the above,strongly disapprove of extramarital sex,have liberal attitudes about extramarital sex,encourage others to have conservative views on premarital sex,I,ori_mmlu-human_sexuality
Avalon had a wild time during spring break. Unfortunately the guy she hooked up with in Palm Beach had genital herpes. Which of the following is true about genital herpes?,Avalon will know immediately if she contracted genital herpes because of obvious symptoms.,If Avalon contracted genital herpes she can be cured with antibiotics if administered immediately after the first occurrence.,Avalon can only contract genital herpes if she has sexual intercourse with the guy.,Avalon is at no risk of contracting genital herpes if she used a condom.,If Avalon contracted genital herpes she will only be contagious when she has a break out.,"If Avalon contracted genital herpes, she will be immune to other sexually transmitted diseases.",Avalon could not contract genital herpes from performing fellatio (oral-genital sex) on the guy.,none of the above,"If Avalon contracted genital herpes, she could pass it on to others through casual non-sexual contact.",Avalon can prevent contracting genital herpes by taking antiviral medication immediately after exposure.,H,ori_mmlu-human_sexuality
It's 3:00 A.M. You are male. You awaken to urinate. Standing at the commode you are in extreme agony. Your penis feels as if it is on fire. You notice a yellowish discharge coming out of your penis after you finish urinating. Your moans have awakened your significant other. She comes running into the bathroom and asks you what is wrong. You tell her you probably have:,gonorrhea,syphilis,chlamydia,urinary tract infection,penile cancer,prostate infection,genital herpes,kidney stones,bladder infection,AIDS,A,ori_mmlu-human_sexuality
Romulo is on a crowded bus and he sees a woman near the door. Feeling a little saucy Romulo proceeds to rub up against the woman and is immediately aroused. Romulo's inappropriate behavior would be characterized as:,Narcissism,Voyeurism,Fetishism,Pedophilic Disorder,Transvestic Disorder,Sexual Sadism Disorder,Exhibitionism,Frotteurism,Sadomasochism,Masochism,H,ori_mmlu-human_sexuality
"Heterosexual fantasies about sexual activity never involve someone _________, and gay and lesbian fantasies never involve persons of __________",of the other gender; of the same gender,of the opposite gender; of the opposite gender,of the same gender; of the same gender,of the same gender; of the other gender,of the other gender; of the other gender,of the same gender; of the opposite gender,Both heterosexual and homosexual fantasies may involve persons of the same or other gender,Both heterosexual and homosexual fantasies may involve persons of the same gender only,Both heterosexual and homosexual fantasies may involve persons of the opposite gender only,of the opposite gender; of the same gender,G,ori_mmlu-human_sexuality
Which of the following is typically associated with having a vasectomy?,decreased sperm production,inability to maintain an erection,increased risk of prostate cancer,decreased testosterone production,increased risk of heart disease,normal orgasm,reduced rigidity of erections,infertility due to absence of sperm in semen,inability to produce semen,loss of sexual desire,F,ori_mmlu-human_sexuality
Which of the following sexual variations is probably the most dangerous?,Masochism,necrophilia,troilism,zoophilia,Sadism,asphyxiophilia,Frotteurism,Pedophilia,Exhibitionism,Voyeurism,F,ori_mmlu-human_sexuality
The follicular phase is to the __________ as the luteal phase is to the secretory phase.,secretory,ovulatory,menstrual cycle,proliferative,postovulatory,preovulatory,menstrual,premenstrual,endometrial,myometrial,D,ori_mmlu-human_sexuality
Erection in the male and vaginal lubrication in the female mark the __________ stage of sexual response.,resolution,relaxation,refractory,orgasm,pre-plateau,arousal,excitement,post-orgasm,recovery,plateau,G,ori_mmlu-human_sexuality
The placenta does all of the following except:,creates amniotic fluid for the fetus,supplies blood to the fetus,stimulates labor in the mother,supplies nutrients to the fetus,regulates the fetus's body temperature,produces antibodies for the fetus,removes waste products from the fetus,supplies oxygen to the fetus,directly feeds the fetus,secretes hormones,B,ori_mmlu-human_sexuality
"Benny is the head of a successful corporation. After a hard day at work during which he is under incredible pressure to perform well, he goes home to his wife who proceeds to spank him, tie him to their four poster bed, and tease him until he begs for intercourse. According to psychological theory, what is the most likely reason Benny finds this alluring?",He uses this behaviour to assert dominance in his personal life to compensate for his perceived lack of control at work.,His behaviour is a coping mechanism to deal with the stress of his job.,"He has an innate tendency towards sadomasochistic behaviour, which is unrelated to his work pressures.","As a child be became sexually aroused pretending to be a powerful executive, so he now becomes aroused at work and must discharge this when he gets home.","He is overwhelmed with pressures and responsibilities at work, and the masochistic behaviour allows him to escape from being an autonomous, separate individual.",He is secretly fascinated by violence and engaging in sadomasochistic behaviour is a relatively safe outlet for it.,He is subconsciously trying to recreate a traumatic experience from his past.,He is overcome with feelings of self doubt and his sadomasochistic behaviour allows him a safe outlet for that self doubt.,He is attempting to gain his wife's approval and affection through submission.,His behaviour is a result of a neurochemical imbalance in his brain.,E,ori_mmlu-human_sexuality
What are the experiences when a sexual addict has completed the sexual act?,(s)he immediately starts planning the next sexual act,(s)he feels ashamed and regrets their behavior,(s)he feels indifferent and emotionally detached,(s)he uses the fantasy of the behaviour just completed to become aroused again,(s)he quickly forgets about the act and moves on to other activities,(s)he experiences feelings of love and connection,(s)he experiences feelings of hopelessness and despair,(s)he experiences feelings of euphoria and excitement,(s)he feels relaxed and emotionally relieved,(s)he immediately becomes sexually aroused again and feels good about the behaviour,G,ori_mmlu-human_sexuality
Which of the following is/are likely to cause coital pain for BOTH men and women?,lack of sexual desire,infections,both A and B,vaginismus,erectile dysfunction,menopause,foreskin too tight,premature ejaculation,both A and C,both B and C,B,ori_mmlu-human_sexuality
The endometrium grows and thickens during:,the secretory phase,the follicular phase,the proliferative phase,postmenopause,menopause,pregnancy,menstruation,ovulation,the luteal phase,the menstrual cycle,B,ori_mmlu-human_sexuality
Which of the following events INITIATES puberty?,adrenal gland releases adrenaline,pituitary gland releases FSH,hypothalamus releases GNRS,hypothalamus releases LH,pituitary gland releases prolactin,pancreas releases insulin,pituitary gland releases TSH,adrenal gland releases cortisol,pituitary gland releases growth hormone,hypothalamus releases serotonin,C,ori_mmlu-human_sexuality
Shaggy has a fantasy about digging up a recently buried woman and having sex with her. He told his friends this and they encouraged him to get therapy. As part of the treatment he masturbates to his fantasy and at the last moment before orgasm he switches to a fantasy about having sex with a living woman. This procedure is part of the process of:,aversive conditioning,flooding therapy,behavioral activation therapy,covert sensitization,sexual addiction therapy,orgasmic reconditioning,biofeedback therapy,cognitive behavioral therapy,desensitization therapy,exposure therapy,F,ori_mmlu-human_sexuality
How many centimetres must the cervix dilute to before a baby can be born?,8,35,25,15,20,30,5,10,18,12,H,ori_mmlu-human_sexuality
"From 1988 to 1990 among heterosexuals in the US, the number of unmarried adults aged 20 to 45 who report having multiple partners has:","declined for men, and remained the same for women","increased for men, but not for women",declined for both men and women,"increased for men, and remained the same for women","increased for women, but not for men","remained the same for men, but declined for women","declined for men, but not for women",remained the same for both men and women,increased for both men and women,"declined for women, but not for men",C,ori_mmlu-human_sexuality
What are the three dimensions of intimacy in romantic relationships that outline closeness and sharing?,"mutual self-disclosure, sexuality, and trusting","becoming emotional, caring, and physical","affective, emotional, and sexual","emotional, caring, and trustful","affective, trusting, and friendship","cognitive, physical, and emotional","trust, caring, and sexuality","affective, cognitive, and physical","affective, cognitive, and sexual","emotional, rational, and friendship",H,ori_mmlu-human_sexuality
Menstruation is triggered by...,...a sharp increase in testosterone levels,...a sharp increase in estrogen levels,...a sharp decrease in testosterone levels,...a steady increase in estrogen and progesterone levels,...a steady decrease in progesterone levels,...a sharp increase in estrogen and progesterone levels,...a sharp increase in progesterone levels,...a steady decrease in estrogen and progesterone levels,...a steady increase in estrogen levels,...a sharp decrease in estrogen and progesterone levels,J,ori_mmlu-human_sexuality
Female sterilization inhibits _________ production.,progesterone,none of the above,insulin,prolactin,follicle stimulating hormone,estrogen,luteinizing hormone,egg,testosterone,oxytocin,B,ori_mmlu-human_sexuality
Another term for sexual self-stimulation is:,b and c,self-sexualization,masturbation,autoeroticism,self-pleasure,auto-arousal,self-eroticism,a and b,sexual self-exploration,auto-sexuality,H,ori_mmlu-human_sexuality
About ___ % of adolescent males have homosexual experiences during their teenage years.,30,90,5,50,80,70,10,20,40,60,G,ori_mmlu-human_sexuality
Hormones are secreted:,into the tissues surrounding the glands where they were manufactured,into the stomach and then are digested and travel throughout the body,into the brain for processing before being distributed,into the ovaries and testes,into the hair follicles and travel along the hair shafts,into the skin and absorbed through the pores,into the air and inhaled by the individual,directly into the bloodstream,into the saliva and are swallowed and digested,into the lymphatic system,H,ori_mmlu-human_sexuality
"By 28 days after conception, the embryo is about __________ centimetres long.",3,2.5,0.5,1,0.8,6,4.5,2,5,4,D,ori_mmlu-human_sexuality
Keith is really anxious about a big presentation he has to give at work tomorrow. As a result tonight he is having trouble getting an erection. Which of the following BEST explains why Keith might be having this problem?,relaxation inhibits the parasympathetic system,anxiety inhibits the sympathetic system,anxiety increases blood flow to the lower spinal cord inhibiting vasocongestion,relaxation is necessary for vasocongestion,anxiety decreases blood flow to the upper spinal cord inhibiting vasocongestion,anxiety causes an increase in adrenaline which promotes arousal,anxiety causes retrograde ejaculation which inhibits arousal,Keith's problem is not related to his anxiety but due to physical issues,relaxation causes retrograde ejaculation which inhibits arousal,anxiety causes an increase in testosterone which inhibits arousal,D,ori_mmlu-human_sexuality
A person with a rating of 4 on the Kinsey scale would be classified as:,mostly heterosexual with incidental homosexual experience,mostly asexual with incidental heterosexual experience,heterosexual with incidental homosexual experience,asexual with incidental homosexual experience,mostly homosexual with incidental heterosexual experience,bisexual with substantial homosexual experience,homosexual with substantial heterosexual experience,exclusively homosexual with no heterosexual experience,equally homosexual and heterosexual,heterosexual with substantial homosexual experience,G,ori_mmlu-human_sexuality
The refractory period occurs in males during the ______ stage.,afterglow,foreplay,excitement,arousal,orgasm,refractory,stimulation,erection,plateau,resolution,J,ori_mmlu-human_sexuality
In men gonorrhea and chlamydia most often infect the:,scrotum,vas deferens,penis,bladder,seminal vesicles,epididymis,prostate,rectum,testicles,urethra,J,ori_mmlu-human_sexuality
Which method of abortion is most costly and carries the greatest risk of complications?,manual vacuum aspiration,saline-induced abortion,medical abortion with misoprostol,hysterotomy,suction aspiration,dilation and curettage,medical abortion with methotrexate and misoprostol,mifepristone abortion,dilation and evacuation,prostaglandin abortion,D,ori_mmlu-human_sexuality
Miss Jones has been concerned about her health lately. She has noticed some itching and skin irritation around her genitals. Given her promiscuous sexual history she suspects that she has contracted:,herpes,trichomoniasis,pubic lice,syphilis,genital warts,HIV/AIDS,yeast infection,chlamydia,bacterial vaginosis,gonorrhea,C,ori_mmlu-human_sexuality
"Over the past several decades, attitudes toward premarital sex have __________; attitudes toward extramarital sex have __________.",become more permissive; remained constant,remained constant; become less accepting,remained constant; become more permissive,become more more permissive; become less accepting,become less permissive; become more accepting,remained constant; remained constant,become less permissive; remained constant,become less accepting; become more permissive,become more permissive; become more accepting,become less accepting; become less accepting,D,ori_mmlu-human_sexuality
