The flow of water in a pipe is measured by a Venturi Meter. The diameters of the pipe and throat are 4 in and 2 in respectively. The constant of the meter is 0.98f and the drop of pressure from inlet to throat is 2.000 ft of mercury. Find the discharge.,0.650 ft^3 per sec,0.980 ft^3 per sec,0.890 ft^3 per sec,1.200 ft^3 per sec,C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M13-0421.htm
"Air at 70\textdegree F is stored in a large reservoir. If the stored air is allowed to escape through a converging nozzle, with the exit area equal to 1 in^2, into a region having a pressure equal to 14.5 psia, find the mass rate through the nozzle for the following conditions: (a) reservoir pressure equals 20 psia and (b) reservoir pressure equals 50 psia.","0.321 lb_m/S for reservoir pressure 20 psia, 1.25 lb_m/S for reservoir pressure 50 psia","0.421 lb_m/S for reservoir pressure 20 psia, 1.15 lb_m/S for reservoir pressure 50 psia","0.52 lb_m/S for reservoir pressure 20 psia, 1.05 lb_m/S for reservoir pressure 50 psia","0.421 lb_m/S for reservoir pressure 50 psia, 1.15 lb_m/S for reservoir pressure 20 psia",B,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M12-0384.htm
The barometric (absolute) pressure is 96.5 kPa. What diameter of constriction can be expected to produce incipient cavitation at the throat of the constriction?,134 mm,130 mm,140 mm,125 mm,A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M05-0141.htm
Compute the overturning moment which is exerted by a 60-mph wind upon a chimney having a diameter of 8 ft and a height of 100 ft.,"120,000 lb-ft","140,000 lb-ft","150,000 lb-ft","130,000 lb-ft",D,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M10-0316.htm
"Along the straight streamline shown, the velocity is given by v = 3\surd(x^2 + y^2). Calculate the velocity and acceleration at the point (8, 6).","v = 20 m/s, a_s = 60 m/s^2, a_r = 0","v = 30 m/s, a_s = 90 m/s^2, a_r = 10","v = 30 m/s, a_s = 90 m/s^2, a_r = 0","v = 40 m/s, a_s = 100 m/s^2, a_r = 0",C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M03-0086.htm
"A bathysphere of 10 ft diameter moves through sea water of density \rho = 2 slugs/ft^3 and viscosity ѵ = 1.5 × 10^-5 ft^2/sec at a uniform velocity U = 1 fps and is to be modeled by a 6 in diameter sphere moving through fresh water of density \rho = 1.935 slugs/ft^3 and viscosity ѵ = 1.0 × 10^-5 ft^2/sec. Calculate a) the velocity of the model sphere for dynamically similar flow, b) the Reynolds number for the flow, c) the total drag coefficient, and d) the drag force on the prototype sphere.","14.33 fps, 8.67 × 10^5, 0.15, 18.7 lbf","13.33 fps, 6.67 × 10^5, 0.2, 15.7 lbf","12.33 fps, 7.67 × 10^5, 0.25, 17.7 lbf","10.5 fps, 5.67 × 10^5, 0.3, 12.7 lbf",B,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M10-0317.htm
"A source with thestrength 6 cfs/ft and a vortex with strength strength 6 cfs/ft and a vortex with strength 12 ft^2/sec are located at the origin. Determine the equation for velocity potential and stream function. What are the velocity components at x = 2, y = 3? u = - (\partial\textphi / \partialx)(1) v = - (\partial\textphi / \partialy)(2)","v_r = 0.7, v_	exttheta = 0.9","v_r = 0.5, v_	exttheta = 0.3","v_r = 0.265, v_	exttheta = 0.53","v_r = 0.1, v_	exttheta = 0.2",C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M09-0287.htm
"A point A on the free surface of a free vortex is at a radius r_A = 200 mm and a height z_A = 125 mm above datum. If the free surface at a distance from the axis of the vortex, which is sufficient for its effect to be negligible, is 180 mm above datum, what will be the height above datum of a point B on the free surface at a radius of 100 mm?",40 mm below datum,180 mm above datum,125 mm above datum,40 mm above datum,A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M09-0278.htm
The solid wooden sphere (\gamma = 8350 N/m^3) of diameter 0.4 m is held in the orifice (0.2 m diameter) by the water. Calculate the force exerted between sphere and orifice plate when the depth is 0.7 m. The sphere will float away if this force becomes zero; can this ever happen ?,162 N,214 N,96 N,280 N,A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M02-0074.htm
"An oil (sp.gr. = 0.88, viscosity = 50 cp) flows in a pipe of 3 in. diameter. The flow is measured by a Pitot tube located centrally, and the differential head is indicated by a U-tube, containing water as the manometric liquid. What is the rate of flow for a reading of 16.4 in.?",280 lb/min,400 lb/min,350 lb/min,200 lb/min,A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M13-0413.htm
"A. APeltonwheel is to be selected to drive a generator at 600 rpm.The water jet is 75 mm in diameter and has a velocityof 100 m/s. With the blade angle at 170\textdegree, the ratio of vanespeed to initial jet speed at 0.47, and neglecting losses, determine(a) diameter of wheel to centerline of buckets (vanes), (b) power developed, and (c) kinetic energy per newtonremaining in the fluid. B. A small impulse wheel is to be used to drive a generator for60-Hz power. The head is 100 m, and the discharge is 40 1/s. Determine the diameter of the wheel at the center-lineof the buckets and the speed of the wheel,C_v= 0.98. Assume efficiency of 80 percent. (a)movingvane, (b) Vane flow viewed as steady-state problem by superpositionof velocity u to the left. (c)polarvector diagram.","Wheel diameter is 375 mm, speed is 950 rpm","Wheel diameter is 421 mm, speed is 900 rpm","Wheel diameter is 500 mm, speed is 750 rpm","Wheel diameter is 450 mm, speed is 850 rpm",B,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M15-0463.htm
"An aircraft flying at an altitude of 15,000 ft(\rho = 0.00150 slug/ft^3) has an IAS(indicated airspeed) of 350 mph. What is its TAS(true airspeed)?",512 mph,350 mph,600 mph,450 mph,A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M13-0412.htm
"(a) A 5-mm-diameter spherical iron pellet is dropped into a tank of SG = 0.680 gasoline at 5\textdegreeC. Estimate how fast the pellet falls. (b) A 5-mm-diameter spherical iron pellet is dropped in a tank of 30\textdegreeC glycerin. Estimate how fast the pellet falls. (c) Estimate how long it takes for the 5-mm-diameter spherical iron pellet of (a) to attain terminal velocity. Assume density of iron = 7900 kg/m^3, density of glycerine = 1260 kg/m^3, and viscosity of glycerin = .35 N \bullet s/m^2.","(a) 1.50 m/s, (b) 0.30 m/s, (c) 0.090s","(a) 2.63 m/s, (b) 0.26 m/s, (c) 0.080s","(a) 1.21 m/s, (b) 0.21 m/s, (c) 0.071s","(a) 1.00 m/s, (b) 0.15 m/s, (c) 0.060s",C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M10-0327.htm
"A cylinder 85 mm in radius and 0.6 m in length rotates coaxially inside a fixed cylinder of the same length and 90 mm radius. Glycerin (\mu =1.48 Pa \bullet s) fills the space between the cylinders. A torque of 0.7 N \bullet m is applied to the inner cylinder After constant velocity is attained, calculate the velocity gradients at the cylinder walls, the resulting r/min, and the power dissipated by fluid resistance. Ignore end effects.","Velocity gradients at the cylinder walls: -19.2 m/s, -17.3 m/s; r/min: 9.5; Power dissipated: 0.68w","Velocity gradients at the cylinder walls: -20.4 m/s, -14.3 m/s; r/min: 8.0; Power dissipated: 0.75w","Velocity gradients at the cylinder walls: -15.2 m/s, -18.4 m/s; r/min: 10.0; Power dissipated: 0.70w","Velocity gradients at the cylinder walls: -18.3 m/s, -15.3 m/s; r/min: 9.0; Power dissipated: 0.66w",D,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M03-0101.htm
"An air duct of 2- by 2-ft-square cross section turns a bend of radius 4 ft as measured to the center line of the duct. If the measured pressure difference between the inside and outside walls of the bend is 1 in of water, estimate the rate of air flow in the duct. Assume standard sea-level conditions in the duct, assume ideal flow around the bend (free vortex flow), \rho(air) = .002377 slug/ft^3, and \rho(water) = 1.94 slugs/ft^3.","12,000 ft^3/min","20,000 ft^3/min","18,500 ft^3/min","15,240 ft^3/min",D,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M09-0276.htm
The velocity of the fluid particle P relative to a fixed frame 0 is 3i^\ding{217} + 2j^\ding{217}. The velocity of a moving frame is 4j^\ding{217}. What is the angular speed \omega^\ding{217} of the rotating frame when the position vector from the origin of the moving frame to the particle is 2k^\ding{217}?,\omega^\ding{217} = (1/2)i^\ding{217} + j^\ding{217},\omega^\ding{217} = i^\ding{217} + 2j^\ding{217},\omega^\ding{217} = i^\ding{217} + (3/2)j^\ding{217},\omega^\ding{217} = 2i^\ding{217} + (1/2)j^\ding{217},C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M03-0088.htm
"A ship has a displacement of 6000 metric tons. A body of 30 metric tons mass is moved laterally on the deck 12 m, and the end of a 1.80-m plumb bob moves 92 mm. What is the transverse metacentric height ?",0.87 m,0.97 m,1.17 m,1.27 m,C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M02-0077.htm
"A cylindrical vessel of diameter 100 mm and height = 0.3 m is arranged to rotate about its axis, which is vertical. When at rest, water is poured in to a depth of 225 mm. Calculate the speed of rotation (in radians per second) at which (a) the water will spill over the edge and (b) the axial depth is zero.","38.31 rad s^-1, 50.52 rad s^-1","34.31 rad s^-1, 45.52 rad s^-1","34.31 rad s^-1, 48.52 rad s^-1","30.21 rad s^-1, 40.52 rad s^-1",C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M02-0063.htm
"Water flows through pipes A and B. Oil, with specific gravity 0.8 is in the upper portion of the inverted U. Mercury (S.G. = 13.6) is in the bottom of the manometer bends. Determine the pressure difference, p_A - p_B in units of lbf/in^2.",3.92 lbf/in.^2,3.45 lbf/in.^2,4.12 lbf/in.^2,3.74 lbf/in.^2,D,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M13-0404.htm
"A rocket sled weighs 4 tons including 1 ton of fuel. The motion resistance in the track on which the sled rides and inthe air equals KV, where K is 100 lb/fps and V is the velocity of the sled in feet per second. Compute the maximum possible velocity of the sled when the exit velocity u of the rocket exhaust gas relative to the rocket is 10,000 fps and the rocket burns fuel at the rate of 200 lb/sec.",700 fps,580 fps,650 fps,615 fps,D,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M15-0448.htm
"A liquid of density \rho_1 having a free surface or surface of constant pressure floats on a heavier one of density \rho_2 in the presence of gravity. The upper fluid is made to rotate at angular velocity\Omega_1and the lower one at angular velocity\Omega_2. The heights y_1, y_2 of the two surfaces relative to their respective heights at the center of rotation are to be found.","y_1 = [(r^2\Omega_1^2) / g], y_2 = y_1 [{[(\Omega_2^2) / (\Omega_1^2)] + (
ho_1 / 
ho_2)} / {1 + (
ho_1 / 
ho_2)}]","y_1 = [(r^2\Omega_2^2) / g], y_2 = y_1 [{[(\Omega_1^2) / (\Omega_2^2)] - (
ho_2 / 
ho_1)} / {1 - (
ho_2 / 
ho_1)}]","y_1 = [(r^2\Omega_1^2) / g], y_2 = y_1 [{[(\Omega_2^2) / (\Omega_1^2)] - (
ho_1 / 
ho_2)} / {1 - (
ho_1 / 
ho_2)}]","y_1 = [(r^2\Omega_1^2) / g], y_2 = y_1 [{[(\Omega_1^2) / (\Omega_2^2)] - (
ho_1 / 
ho_2)} / {1 - (
ho_1 / 
ho_2)}]",C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M02-0062.htm
A 4.60-m smooth model of an ocean vessel is towed in fresh water at 2.83 m/s with a total measured drag of 75 N. The wetted surface of the hull is 3.50 m^2. a) Estimate the skin-friction drag. b) Estimate the wave drag.,"Skin-friction drag: 38.6 N, Wave drag: 36.4 N","Skin-friction drag: 40.6 N, Wave drag: 34.4 N","Skin-friction drag: 45.6 N, Wave drag: 29.4 N","Skin-friction drag: 50.6 N, Wave drag: 24.4 N",B,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M10-0318.htm
"A closed vertical cylinder, 3 ft. diameter, is full of water, A closed vertical cylinder, 3 ft. diameter, is full of water, which is made to rotate by paddles, 1 ft. in diameter, revolving axially at 2 revs, per sec. Find the velocity of the water at 6 in. and 12 in. from the center and the increase of pressure-head at these radii above the pressure-head at the center. If there is also an out-ward radial flow, whose velocity is 3 ft. per sec. at the circumference of the wheel, find the resultant velocity and its inclination to the radius at 12. in radius.","The pressure-head at 6 in. radius is .513 ft. , and at 12 in. radius is .973 ft.","The pressure-head at 6 in. radius is .715 ft. , and at 12 in. radius is 1.273 ft.","The pressure-head at 6 in. radius is .613 ft. , and at 12 in. radius is 1.073 ft.","The pressure-head at 6 in. radius is .713 ft. , and at 12 in. radius is 1.053 ft.",C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M09-0277.htm
Obtain expressions for the vorticity in the following flow fields: (a) forced vortex (b) free vortex; and (c) potential flow around a circular cylinder with its axis normal to the stream direction.,"Forced vortex: k, Free vortex: 2k, Potential flow around a circular cylinder: 0","Forced vortex: 0, Free vortex: 0, Potential flow around a circular cylinder: k","Forced vortex: 2k, Free vortex: 0, Potential flow around a circular cylinder: 0","Forced vortex: 0, Free vortex: k, Potential flow around a circular cylinder: 2k",C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M09-0273.htm
"Determine the circulation of A around the triangle which has vertices at the origin (0, 4, 0) and (4, 0, 0). The vector function A is given by A = 4x^2\^{\i} + 2yz\^{\j} - (4y^2 + z^2)k̂",4,"(4,0,0)",1,0,D,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M09-0267.htm
Determine the drag force on a cylindrical chimney that is 80 m high by 10 m in diameter when the wind (T = 15\textdegreeC) velocity is 120 km/hr.,1.57 × 10^-4 N,1.46 × 10^-5 N,1.85 × 10^5 N,2.28 × 10^7 N,C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M10-0308.htm
"A two-dimensional steady flow has velocity components defined by V_x^\ding{217} = [y / (x^2 + y^2)],V_y^\ding{217} = [x / (x^2 + y^2)] what are the equations of the streamlines?",x^2 + 2y^2 = C_1,x^2 + y^2 = C_1 = const,x^2 - y^2 = C_1,x^2 + y^3 = C_1,B,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M03-0099.htm
"A tennis ball weighs 2 oz and is 2.5 in. in diameter. A typical forehand shot is hit at a speed of 60 ft/sec, with top spin of 5500 rpm. Determine the aerodynamic lift acting on the ball and compute the radius of curvature of the path of the spinning ball.",76.3 ft,70.1 ft,82.8 ft,90.5 ft,C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M10-0334.htm
The space between two parallel plates 1.5 cm apart is filled with an oil of viscosity \mu = 0.050 kg/m s. A thin 30- × 60- cm rectangular plate is pulled through the oil 0.50 cm from one plate and 1.00 cm from the other. What force is needed to pull the plate at 0.40 m/s?,1.08 N,0.72 N,1.50 N,0.36 N,A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M01-0009.htm
An orifice of area A_0 and velocity coefficient c_v = 0.8 is installed in a pipe of area A_p = 2A_0. The pipe is attached to a dam as shown and the water level in the dam is 100 ft. higher than the outlet from the reservoir. The contraction coefficient of the orifice is unity. There are no other losses in the pipe nor between the end of the orifice and the pipe. The velocity leaving the pipe V_p is to be determined.,44.5 ft./sec,50.6 ft./sec,40.2 ft./sec,35.5 ft./sec,A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M13-0415.htm
"A pump that will deliver 84,500 gpm against a head of 225 ft when operating at 600 rpm is desired. Determine the specific speed of this pump and its approximate dimensions.","Specific speed is 3000, dimensions are: diameter - 50.7 in, eye diameter - 32.6 in, peripheral velocity - 142 fps","Specific speed is 4000, dimensions are: diameter - 70.7 in, eye diameter - 52.6 in, peripheral velocity - 162 fps","Specific speed is 2500, dimensions are: diameter - 40.7 in, eye diameter - 22.6 in, peripheral velocity - 132 fps","Specific speed is 3500, dimensions are: diameter - 60.7 in, eye diameter - 42.6 in, peripheral velocity - 152 fps",A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M15-0459.htm
"A 4-in.-dia. steel ball is suspended by a string in a liquid composed of two layers of different liquids. The bottom layer 6 in. deep is carbon tetrachloride, and the upper layer 8 in. thick is water. Calculate the tension in the string when (a) the ball is half submerged in water and half in carbon tetrachloride; (b) the ball is completely submerged in carbon tetrachloride; (c) the ball is submerged half in air and half in water.","(a) 8.83 lb, (b) 7.52 lb, (c) 7.88 lb","(a) 7.52 lb, (b) 7.88 lb, (c) 8.83 lb","(a) 7.88 lb, (b) 7.52 lb, (c) 8.83 lb","(a) 7.88 lb, (b) 8.83 lb, (c) 7.52 lb",C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M02-0067.htm
A hemispherical bowl whose mass is 100 grams is placed with its rim downwards on a horizontal plane which it fits closely. Water is poured into the bowl through a hole in the curved surface. Find the height in centimeters at which the water must be in the bowl in order that the bowl may be lifted and the water begin to escape between the plane and the bowl.,6.57 cm,3.57 cm,5.57 cm,4.57 cm,D,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M02-0073.htm
"A blunt-nosed object is traveling through standard air at a velocity of 400 mph. Compute the pressure on the nose of the object for each of the following assumptions: (a) the fluid is incompressible; (b) the fluid is a perfect gas and the process is isothermal; (c) the process is isentropic. The density of standard air is 0.00238 slug/ft^3, and the pressure is 14.7 psia. There is no friction in the flow in front of the body.","17.55 psia, 17.85 psia, 18.05 psia","17.05 psia, 17.05 psia, 17.05 psia","16.55 psia, 17.15 psia, 17.05 psia","15.55 psia, 15.85 psia, 16.05 psia",A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M12-0372.htm
A spherical balloon contains helium and ascends through standard air. The mass of the balloon and its payload is 150 kg. Determine the required diameter if it is to ascend at 3 m/sec. Assumption: Balloon at terminal speed; a_y = 0,6.1m,5.0m,6.2m,6.0m,C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M10-0335.htm
What diameter circular tube would be required to raise water at 70\textdegreeF to a height of 100 ft?,3.21 × 10^-6 ft,5.00 × 10^-6 ft,2.21 × 10^-6 ft,1.61 × 10^-6 ft,A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M01-0020.htm
"Suppose a two-dimensional velocity field exists in the region x \geq 0 and y \geq 0. The velocity field is v_1 = x and v_2 = - y. Find the equation of the streamline passing through the point (3, 4).",y = 3x,y = 4/x,y = 12/x,y = x/12,C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M03-0098.htm
"In a two-dimensional, incompressible flow the fluid velocity components are given by: v_x = x - 4y and v_y =- y - 4x. Show that the flow satisfies the continuity equation and obtain the expression for the stream func-tion. If the flow is potential obtain also the expres-sion for the velocity potential.",The flow does not satisfy the continuity equation,	extphi = (x^2 / 2) - 4yx + (y^2 / 2),"The flow satisfies the continuity equation, the stream function is \Psi = 2x^2 + xy - 2y^2, and the velocity potential is 	extphi = (x^2 / 2) + 4yx - (y^2 / 2).",\Psi = 2x^2 + xy + 2y^2,C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M09-0266.htm
A flow is defined by u = 2x and v = - 2y. Find the stream function and potential function for this flow.,"\Psi = 2x + 2y + C_1, 	extphi = - (2x - 2y) + C_2","\Psi = x y + C_1, 	extphi = - (x + y) + C_2","\Psi = 2xy + C_1, 	extphi = - (x^2 - y^2) + C_2","\Psi = x^2 + y^2 + C_1, 	extphi = - (x^2 + y^2) + C_2",C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M09-0264.htm
"Air enters a gas turbine with an average velocity of 450 ft/sec and a temperature of 1600\textdegreeF, and leaves with a velocity of 750 ft/sec and a temperature of 1200\textdegreeF. The mass flow rate through the turbine is 30 lbm/sec. Disregarding heat losses from the fluid and change in elevations, estimate the energy transfer from the air to the turbine rotor in horsepower. Assume C_p of air = .24 BTU/lbm\textdegreeF.",3754 hp,3000 hp,4000 hp,3500 hp,A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M05-0148.htm
"Natural gas is to be piped along an 18 in. diameter main, at a uniform temperature of 80\textdegreeF. In what length of pipe would the pressure drop from 50 lbf/in^2 to 20 lbf/in^2 if the flow rate were 50,000 lbm/hr ? Take R = 96.3 ft lbf/lbm\textdegreeR, \gamma = 1.31, \mu = 2.34 × 10^-7 lbf sec/ft^2 ? and e = 0.00005 ft.",6.77 × 10^4 ft,5.77 × 10^4 ft,4.77 × 10^4 ft,5.77 × 10^3 ft,B,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M12-0370.htm
"The flow of water is measured by an orifice of 1 in. diameter inserted in a horizontal pipe of 1.61 in. diameter. The differential head is measured by a U-tube manometer containing mercury as the manometric liquid. If the coefficient of discharge is 0.61, what is the manometer reading for a flow of 150 lb/min?",2.16 in.,1.84 in.,1.32 in.,1.95 in.,B,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M13-0416.htm
An empty drum (Fig. 1) has a height of 3m (h = 3m) and a radius of 0.80m (R = 0.80m). The empty drum is submerged in water. The air originally present in the drum remains composed therein at the submerged depth. Determine the magnitude of the force required to maintain the drum at a depth of 16m (D = 6m) below the free surface of the water.,"42,000 N","45,000 N","35,000 N","39,803 N",D,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M02-0070.htm
"The impeller of centrifugal pump has a radius of 6 in. At the so-called shutoff condition no water flows through the pump. If the impeller is rotating at 1200 rpm and if the water in the impeller passages is moving with the same angular velocity as the impeller, calculate the pressure rise from the pump inlet where r = 0 to a point corresponding to the impeller tip (r = 6 in.).",30.0 psia,26.6 psia,20.4 psia,28.6 psia,B,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M02-0064.htm
"Air enters a circular pipe at a pressure p_1 = 30 psia and a temperature T_1 = 80\textdegreeF. The pipe is cast iron, 6 in. in diameter and 1310 ft. long, and the air flow rate is 200 lbm/min. The flow can be assumed to be adiabatic, and air acts like a perfect gas with \gamma = 1.4. Find the pressure, temperature, density, and Mach number at the pipe exit.","14.92 psia, 540 degrees R, 225 ft/sec, 0.2","14.5 psia, 545 degrees R, 220 ft/sec, 0.15","15.5 psia, 535 degrees R, 235 ft/sec, 0.3","15 psia, 540 degrees R, 230 ft/sec, 0.25",A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M12-0365.htm
A tank of 5 m^2 plan area is fitted with a sharp-edged orifice of 5 cm diameter in its base. The coefficient of discharge of the orifice is 0.62. Calculate the time taken for the level in the tank to fall from 2 meters depth to 0.5 meters depth. If water is now admitted to the tank at a rate of 0.01 m^3/s calculate the rate at which the surface will be rising when the depth in the tank is 1 meter and the depth in the tank when the level becomes steady.,"Time= 1.31 × 10^3s, Rate of rise of surface = 0.922 × 10^-3m/s, Level in steady state = 3.44 m","Time= 1.20 × 10^3s, Rate of rise of surface = 1.10 × 10^-3m/s, Level in steady state = 3.50 m","Time= 1.50 × 10^3s, Rate of rise of surface = 0.80 × 10^-3m/s, Level in steady state = 4.00 m","Time= 1.00 × 10^3s, Rate of rise of surface = 1.00 × 10^-3m/s, Level in steady state = 3.00 m",A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M13-0417.htm
An open channel conveying water is of trapezoidal cross section. The base width is 1.5 m and the side slopes are at 60\textdegree to the horizontal. The channel bed slope is 1 in 400 and the depth is constant at 1 meter. Calculate the discharge in cubic meters per second if the Chezy C is calculated from the Bazin relationship C = [87 / {1 + (0.2 / \surdm)}] where m is the hydraulic mean depth.,3.5 m^3/s,6.25 m^3/s,5.25 m^3/s,4.5 m^3/s,C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M11-0336.htm
"A viscous, incompressible fluid flows between twoplates. A viscous, incompressible fluid flows between two plates. The flow is laminar and two-dimensional, the velocity profile is parabolic: u = U_c (1 - y^2/b^2) Calculate the shear stress \tau and rotation \omega.","	au = - 2\muU_cy/b^2, \omega = U_cy/b^2","	au = 2\muU_cy/b^2, \omega = -U_cy/b^2","	au = - 2\muU_cy/b^2, \omega = -U_cy/b^2","	au = 2\muU_cy/b^2, \omega = U_cy/b^2",A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M09-0271.htm
"A 24-in. pipe line is to carry 30 cfs of oil (v = 10^-3 ft^2/sec, s = 0.85) across country. Estimate the maximum heights of surface imperfections which will have no effect upon the resistance.",0.021 ft,0.3 ft,0.006 ft,"19,100 ft",C,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M07-0196.htm
"Water flows out of a tank through a pipe at the tank base. The velocity of flow across the pipe exit area varies according to V = V_max[1 - (r/R)^2] ft/sec The velocity V_max is the maximum velocity of the flow at a given instant of time, and R is the pipe radius. Find the rate at which the mass of the tank and pipe combination is decreasing at any given time t_0.",-(ρV_max)A_e,-[(ρV_max) / 2]A_e,2(ρV_max)A_e,-(ρV_max) / 2A_e,B,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M04-0112.htm
An open channel having a trapezoidal cross section with side slopes of 1 vertical to 2 horizontal is required to discharge 15 m^3/s of water when running full. The longitudinal slope is 1 in 2000. Determine the depth d and the base width b to give minimum cross sectional area. C = 70 m^1/6.,"d = 1.8 m, b = 1.0 m","d = 2.5 m, b = 0.85 m","d = 1.5 m, b = 1.2 m","d = 1.977 m, b = 0.933 m",D,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M11-0351.htm
"A rectangular channel, 10 ft wide, and laid on a slope of 3 in 800, carries water at a rate of 125 cfs. A weir raises the depth of the water to 5 ft, measured shortly upstream from the weir. If the Chezy coefficient is 100 ft^1/2/sec, what is the depth 100 ft upstream from the weir?",4.5 ft,4.75 ft,5 ft,4.635 ft,D,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M11-0344.htm
Apply the conservation of mass to the problem of an inflating balloon.,"The conservation of mass is applied to the inflating balloon problem via the integral form of the equation, considering the influx of mass to the balloon and the change of mass inside it.",The conservation of mass is not applicable to inflating balloons,The conservation of mass is applied by calculating the total mass of the air inside the balloon,The conservation of mass is applied by considering the volume of the balloon,A,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M04-0107.htm
"An oil (density = 59.3 lb/ft^3, viscosity = 50 cp) flows through a horizontal pipe of 4 in. diameter. What is the drop in pressure, and the theoretical horse-power required in a mile length (5280 ft) of the pipe, if the oil flows at a rate of (a) 10 lb/sec, (b) 50 lb/sec? It may be assumed that in turbulent flow, the Darcy friction factor is 10 per cent higher than calculated for a smooth pipe.","a) 25 psi, 1.2 hp, b) 350 psi, 80 hp","a) 21.3 psi, 0.95 hp, b) 378.2 psi, 83.5 hp","a) 30 psi, 1.5 hp, b) 400 psi, 90 hp","a) 20 psi, 0.8 hp, b) 370 psi, 85 hp",B,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M07-0197.htm
"A steady jet of water comes from a hydrant and hits the ground some distance away. If the water outlet is 1 m above the ground and the hydrant water pressure is 125 lbf/in^2 absolute, what distance from the hydrant does the jet hit the ground ?",15.7 m,19.7 m,20.7 m,17.7 m,D,stemez-FluidMechanics,engineering.csv,downloaded_html_data/FluidMechanics/1M06-0181.htm
